beacon_ts,hw_timestamp,local_ts
1675362690,55412762,56047
1675465094,55515167,56160
1675567488,55617563,56247
1675669896,55719973,56364
1675772291,55822369,56467
1675874695,55924775,56567
1675977090,56027171,56672
1676079489,56129572,56767
1676181895,56231979,56876
1676284295,56334380,56967
1676386695,56436782,57082
1676489093,56539181,57184
1676591491,56641581,57286
1676693891,56743983,57388
1676796295,56846388,57487
1676898688,56948783,57594
1677001088,57051185,57687
1677103496,57153594,57798
1677205895,57255995,57887
1677308290,57358391,58003
1677410691,57460793,58106
1677513089,57563193,58207
1677615492,57665598,58310
1677717891,57767999,58407
1677820294,57870403,58515
1677922688,57972798,58607
1678025096,58075208,58720
1678127495,58177608,58807
1678229895,58280010,58925
1678332290,58382407,59027
1678434693,58484811,59127
1678537096,58587215,59232
1678639490,58689611,59327
1678741894,58792017,59437
1678844297,58894421,59527
1678946691,58996816,59642
1679049092,59099219,59744
1679151493,59201621,59847
1679253888,59304018,59949
1679356292,59406424,60047
1679458692,59508825,60154
1679561091,59611226,60247
1679663489,59713625,60359
1679765893,59816030,60447
1679868290,59918429,60563
1679970689,60020830,60666
1680073093,60123236,60767
1680175495,60225639,60871
1680277893,60328039,60967
1680380289,60430436,61075
1680482688,60532836,61167
1680585091,60635241,61280
1680687490,60737642,61367
1680789888,60840041,61485
1680892290,60942445,61587
1680994695,61044851,61687
1681097088,61147246,61792
1681199492,61249651,61887
1681301895,61352056,61997
1681404289,61454451,62087
1681506693,61556857,62202
1681609095,61659260,62305
1681711490,61761656,62407
1681813893,61864061,62509
1681916290,61966460,62607
1682018690,62068862,62714
1682121093,62171266,62807
1682223497,62273671,62919
1682325891,62376067,63007
1682428294,62478472,63123
1682530688,62580867,63226
1682633091,62683272,63327
1682735490,62785672,63431
1682837891,62888074,63527
1682940294,62990479,63635
1683042695,63092882,63727
1683145090,63195278,63840
1683247495,63297685,63927
1683349894,63400086,64046
1683452297,63502489,64147
1683554691,63604885,64247
1683657096,63707292,64353
1683759495,63809693,64447
1683861889,63912088,64557
1683964288,64014488,64647
1684066696,64116898,64762
1684169090,64219293,64865
1684271493,64321698,64967
1684373896,64424103,65069
1684476288,64526497,65167
1684578692,64628902,65274
1684681095,64731306,65367
1684783488,64833701,65479
1684885888,64936103,65567
1684988291,65038507,65683
1685090695,65140912,65786
1685193096,65243314,65887
1685295493,65345713,65991
1685397888,65448110,66087
1685500291,65550515,66196
1685602694,65652919,66287
1685705094,65755320,66400
1685807495,65857723,66487
1685909889,65960119,66605
1686012293,66062524,66708
1686114695,66164928,66807
1686217095,66267329,66913
1686319492,66369728,67007
1686421896,66472133,67117
1686524327,66574565,67207
1686626691,66676931,67322
1686729092,66779334,67425
1686831491,66881734,67527
1686933894,66984139,67629
1687036288,67086534,67727
1687138691,67188939,67834
1687241094,67291344,67927
1687343490,67393741,68039
1687445894,67496147,68127
1687548288,67598542,68244
1687650691,67700947,68346
1687753090,67803347,68448
1687855494,67905752,68551
1687957896,68008157,68647
1688060291,68110553,68756
1688162694,68212957,68847
1688265088,68315353,68961
1688367492,68417758,69048
1688469896,68520164,69166
1688572288,68622557,69268
1688674692,68724963,69368
1688777095,68827368,69473
1688879488,68929762,69567
1688981892,69032167,69678
1689084290,69134567,69767
1689186690,69236968,69882
1689289094,69339374,69985
1689391489,69441770,70087
1689493888,69544171,70190
1689596292,69646576,70288
1689698694,69748980,70394
1689801089,69851376,70488
1689903490,69953779,70599
1690005893,70056184,70688
1690108296,70158588,70804
1690210690,70260983,70906
1690313090,70363385,71008
1690415493,70465790,71111
1690517897,70568195,71208
1690620291,70670590,71316
1690722695,70772997,71408
1690825093,70875396,71521
1690927493,70977797,71608
1691029896,71080202,71726
1691132294,71182602,71828
1691234694,71285003,71928
1691337093,71387403,72033
1691439491,71489803,72128
1691541895,71592209,72238
1691644294,71694609,72328
1691746689,71797006,72442
1691849092,71899410,72545
1691951492,72001812,72647
1692053895,72104216,72750
1692156289,72206612,72848
1692258692,72309016,72954
1692361089,72411415,73048
1692463496,72513823,73159
1692565891,72616219,73248
1692668294,72718624,73365
1692770696,72821028,73466
1692873090,72923423,73568
1692975494,73025829,73671
1693077892,73128228,73768
1693180290,73230628,73877
1693282688,73333028,73968
1693385096,73435437,74081
1693487490,73537832,74168
1693589893,73640237,74286
1693692288,73742633,74388
1693794694,73845042,74488
1693897092,73947440,74593
1693999490,74049840,74688
1694101889,74152241,74798
1694204292,74254645,74888
1694306691,74357046,75003
1694409092,74459448,75105
1694511496,74561854,75207
1694613892,74664251,75310
1694716288,74766649,75408
1694818691,74869054,75515
1694921095,74971459,75608
1695023488,75073854,75719
1695125888,75176255,75808
1695228291,75278660,75925
1695330695,75381065,76027
1695433089,75483460,76128
1695535493,75585866,76231
1695637896,75688271,76328
1695740291,75790667,76437
1695842694,75893072,76528
1695945093,75995472,76641
1696047496,76097877,76728
1696149891,76200273,76846
1696252294,76302678,76949
1696354694,76405080,77048
1696457089,76507476,77153
1696559492,76609880,77248
1696661895,76712285,77358
1696764290,76814682,77448
1696866693,76917086,77563
1696969096,77019491,77665
1697071490,77121886,77767
1697173892,77224289,77870
1697276294,77326693,77968
1697378688,77429089,78075
1697481096,77531498,78168
1697583495,77633899,78279
1697685889,77736295,78368
1697788292,77838699,78485
1697890690,77941098,78587
1697993092,78043502,78688
1698095495,78145906,78792
1698197889,78248302,78888
1698300292,78350707,78997
1698402688,78453104,79088
1698505095,78555512,79201
1698607493,78657912,79288
1698709888,78760309,79406
1698812288,78862710,79509
1698914696,78965120,79608
1699017090,79067515,79713
1699119488,79169915,79808
1699221893,79272321,79918
1699324296,79374726,80008
1699426691,79477122,80123
1699529093,79579526,80225
1699631488,79681923,80328
1699733888,79784324,80430
1699836296,79886733,80528
1699938689,79989128,80635
1700041088,80091528,80728
1700143492,80193934,80840
1700245895,80296338,80928
1700348290,80398735,81045
1700450690,80501136,81148
1700553094,80603542,81248
1700655489,80705938,81352
1700757892,80808343,81448
1700860294,80910747,81557
1700962689,81013143,81648
1701065091,81115547,81761
1701167489,81217946,81848
1701269896,81320354,81966
1701372290,81422751,82069
1701474692,81525154,82168
1701577095,81627558,82273
1701679490,81729954,82368
1701781892,81832358,82478
1701884291,81934759,82568
1701986690,82037159,82683
1702089095,82139566,82785
1702191493,82241965,82888
1702293893,82344367,82990
1702396297,82446772,83088
1702498691,82549168,83195
1702601095,82651573,83288
1702703488,82753968,83400
1702805891,82856373,83488
1702908294,82958777,83605
1703010694,83061178,83708
1703113090,83163576,83808
1703215488,83265976,83912
1703317896,83368385,84008
1703420291,83470781,84117
1703522690,83573182,84208
1703625088,83675582,84322
1703727497,83777992,84408
1703829891,83880387,84526
1703932295,83982793,84629
1704034689,84085189,84728
1704137093,84187594,84834
1704239490,84289993,84928
1704341895,84392400,85038
1704444289,84494795,85128
1704546697,84597204,85243
1704649096,84699605,85346
1704751492,84802002,85448
1704853892,84904404,85550
1704956289,85006802,85648
1705058692,85109207,85756
1705161092,85211608,85848
1705263494,85314012,85960
1705365888,85416408,86048
1705468292,85518813,86165
1705570693,85621216,86268
1705673088,85723612,86368
1705775490,85826016,86472
1705877894,85928421,86568
1705980288,86030816,86677
1706082691,86133221,86768
1706185094,86235626,86882
1706287492,86338026,86968
1706389889,86440424,87087
1706492297,86542833,87189
1706594695,86645233,87288
1706697090,86747629,87394
1706799489,86850030,87488
1706901888,86952430,87599
1707004296,87054840,87688
1707106690,87157235,87804
1707209095,87259642,87906
1707311493,87362042,88008
1707413892,87464442,88110
1707516294,87566845,88208
1707618695,87669248,88316
1707721089,87771644,88408
1707823493,87874049,88520
1707925891,87976448,88608
1708028291,88078850,88725
1708130690,88181250,88828
1708233089,88283651,88929
1708335489,88386052,89032
1708437891,88488456,89129
1708540294,88590861,89237
1708642688,88693257,89329
1708745094,88795664,89442
1708847497,88898068,89529
1708949891,89000464,89647
1709052294,89102868,89749
1709154694,89205269,89849
1709257096,89307674,89954
1709359491,89410070,90049
1709461896,89512477,90159
1709564295,89614877,90249
1709666690,89717273,90364
1709769092,89819677,90466
1709871494,89922080,90569
1710076293,90126883,90769
1710178696,90229287,90876
1710281094,90331687,90969
1710383491,90434086,91081
1710485895,90536491,91169
1710588288,90638886,91285
1710690692,90741290,91388
1710793091,90843692,91489
1710895495,90946096,91593
1710997888,91048492,91689
1711100292,91150897,91797
1711202688,91253294,91889
1711305091,91355699,92002
1711407490,91458099,92089
1711509893,91560504,92207
1711612297,91662909,92309
1711714695,91765309,92409
1711817089,91867705,92514
1711919488,91970105,92609
1712021888,92072507,92719
1712124295,92174915,92809
1712226694,92277315,92924
1712329089,92379712,93026
1712431488,92482113,93129
1712533895,92584521,93231
1712636290,92686917,93329
1712738693,92789322,93436
1712841089,92891720,93529
1712943493,92994125,93641
1713045895,93096529,93729
1713148295,93198930,93845
1713250688,93301325,93948
1713353093,93403731,94049
1713455496,93506135,94153
1713557890,93608531,94249
1713660295,93710938,94357
1713762694,93813338,94449
1713865093,93915739,94562
1713967491,94018138,94649
1714069895,94120544,94768
1714172293,94222944,94869
1714274692,94325344,94969
1714377095,94427749,95074
1714479488,94530143,95169
1714581890,94632547,95280
1714684293,94734951,95369
1714786696,94837356,95484
1714889092,94939753,95587
1714991494,95042156,95689
1715093888,95144552,95791
1715196292,95246957,95889
1715298693,95349360,95996
1715401096,95451765,96089
1715503490,95554160,96201
1715605893,95656565,96289
1715708293,95758966,96406
1715810696,95861371,96508
1715913094,95963770,96609
1716015493,96066171,96713
1716117889,96168569,96809
1716220292,96270973,96918
1716322690,96373373,97009
1716425096,96475780,97122
1716527489,96578174,97209
1716629893,96680580,97328
1716732296,96782984,97430
1716834688,96885378,97529
1716937094,96987786,97635
1717039493,97090186,97729
1717141892,97192587,97840
1717244291,97294987,97929
1717346693,97397391,98044
1717449089,97499788,98147
1717551492,97602193,98249
1717653892,97704594,98352
1717756291,97806995,98449
1717858691,97909396,98556
1717961089,98011796,98649
1718063496,98114205,98761
1718165891,98216601,98849
1718268294,98319005,98966
1718370688,98421401,99068
1718473089,98523804,99169
1718575492,98626208,99273
1718677896,98728613,99369
1718780290,98831009,99478
1718882693,98933414,99569
1718985096,99035818,99683
1719087490,99138214,99769
1719189893,99240619,99888
1719292295,99343022,99990
1719394688,99445416,100089
1719497092,99547821,100195
1719599491,99650222,100289
1719701895,99752627,100400
1719804289,99855023,100489
1719906696,99957432,100604
1720009095,100059832,100707
1720111491,100162230,100809
1720213894,100264635,100912
1720316288,100367030,101009
1720418690,100469434,101116
1720521091,100571836,101209
1720623494,100674240,101321
1720725888,100776636,101409
1720828291,100879041,101526
1720930696,100981447,101628
1721033091,101083843,101729
1721135494,101186248,101833
1721237896,101288651,101929
1721340296,101391053,102038
1721442690,101493448,102129
1721545094,101595854,102243
1721647488,101698249,102329
1721749893,101800656,102448
1721852293,101903057,102551
1721954696,102005462,102649
1722057089,102107857,102755
1722159492,102210261,102849
1722261890,102312661,102960
1722364295,102415067,103049
1722466694,102517467,103164
1722569094,102619869,103267
1722671495,102722272,103369
1722773892,102824670,103472
1722876295,102927075,103569
1722978690,103029471,103677
1723081097,103131879,103769
1723183492,103234276,103881
1723285895,103336681,103969
1723388291,103439078,104086
1723490694,103541482,104188
1723593093,103643883,104289
1723695491,103746283,104393
1723797891,103848685,104489
1723900294,103951089,104599
1724002697,104053493,104689
1724105091,104155889,104803
1724207496,104258296,104889
1724309890,104360691,105008
1724412293,104463096,105111
1724514693,104565497,105209
1724617096,104667901,105315
1724719490,104770297,105409
1724821889,104872697,105520
1724924295,104975105,105609
1725026693,105077505,105725
1725129095,105179908,105827
1725231490,105282304,105929
1725333892,105384709,106032
1725436293,105487110,106129
1725538691,105589511,106237
1725641090,105691910,106329
1725743495,105794318,106441
1725845895,105896718,106529
1725948289,105999114,106647
1726050691,106101518,106749
1726153095,106203923,106849
1726255489,106306319,106953
1726357892,106408724,107049
1726460295,106511128,107159
1726562696,106613530,107249
1726665090,106715926,107363
1726767494,106818332,107449
1726869888,106920727,107568
1726972296,107023137,107671
1727074690,107125532,107769
1727177089,107227933,107875
1727279492,107330337,107969
1727381892,107432739,108079
1727484296,107535144,108182
1727586690,107637540,108279
1727689093,107739944,108387
1727791497,107842349,108479
1727893890,107944744,108592
1727996290,108047146,108679
1728098693,108149551,108797
1728201089,108251948,108899
1728303492,108354352,109000
1728405895,108456757,109104
1728508289,108559152,109200
1728610694,108661558,109309
1728713092,108763958,109400
1728815496,108866364,109514
1728917889,108968759,109617
1729020295,109071166,109719
1729122688,109173561,109821
1729225092,109275966,109920
1729327495,109378371,110026
1729429895,109480772,110120
1729532289,109583168,110231
1729634692,109685572,110320
1729737095,109787977,110435
1729839496,109890379,110538
1729941890,109992774,110640
1730044293,110095179,110743
1730146688,110197575,110840
1730249091,110299980,110947
1730453893,110504785,111152
1730556291,110607185,111240
1730658688,110709583,111358
1730761096,110811993,111459
1730863490,110914389,111560
1730965893,111016792,111664
1731068296,111119197,111760
1731170695,111221598,111869
1731273094,111323998,111960
1731375497,111426402,112074
1731477889,111528796,112177
1731580292,111631201,112279
1731682696,111733606,112381
1731785089,111836001,112480
1731887489,111938402,112586
1731989892,112040807,112680
1732092296,112143212,112791
1732194689,112245607,112880
1732297089,112348008,112995
1732399489,112450409,113098
1732501892,112552815,113200
1732604292,112655216,113303
1732706694,112757620,113400
1732809088,112860015,113507
1732911492,112962420,113600
1733013894,113064824,113712
1733116290,113167222,113800
1733218694,113269627,113917
1733321088,113372023,114019
1733423488,113474424,114120
1733525890,113576828,114225
1733628294,113679233,114320
1733730688,113781629,114429
1733833089,113884031,114520
1733935493,113986437,114634
1734037891,114088836,114737
1734140289,114191236,114839
1734242693,114293641,114941
1734345097,114396046,115040
1734447494,114498446,115146
1734549888,114600841,115240
1734652290,114703244,115351
1734754689,114805645,115440
1734857092,114908049,115556
1734959495,115010454,115658
1735061890,115112850,115760
1735164293,115215254,115863
1735266696,115317660,115960
1735369090,115420055,116068
1735471490,115522456,116160
1735573890,115624858,116272
1735676289,115727258,116360
1735778696,115829667,116478
1735881091,115932063,116580
1735983490,116034463,116680
1736085894,116136869,116785
1736188291,116239268,116880
1736290696,116341675,116990
1736393091,116444071,117080
1736495494,116546476,117194
1736597888,116648871,117297
1736700296,116751281,117399
1736802691,116853677,117502
1736905094,116956082,117600
1737007488,117058478,117706
1737109892,117160883,117800
1737212291,117263283,117911
1737314689,117365683,118000
1737417094,117468089,118116
1737519492,117570489,118218
1737621896,117672894,118320
1737724290,117775290,118423
1737826689,117877690,118520
1737929095,117980098,118628
1738031488,118082493,118720
1738133896,118184902,118833
1738236291,118287298,118920
1738338690,118389699,119038
1738441092,118492103,119140
1738543495,118594506,119240
1738645890,118696903,119345
1738748291,118799306,119440
1738850694,118901710,119550
1738953093,119004111,119640
1739055492,119106511,119754
1739157891,119208912,119857
1739260326,119311348,119959
1739362688,119413712,120062
1739465091,119516117,120160
1739567492,119618519,120266
1739669891,119720920,120360
1739772294,119823324,120471
1739874692,119925723,120560
1739977091,120028124,120676
1740079491,120130526,120778
1740181894,120232930,120880
1740284292,120335330,120983
1740386693,120437732,121080
1740489095,120540136,121189
1740591490,120642532,121280
1740693889,120744932,121393
1740796293,120847338,121480
1740898696,120949743,121598
1741001091,121052139,121700
1741103493,121154543,121800
1741205889,121256940,121905
1741308292,121359345,122000
1741410696,121461750,122110
1741513094,121564150,122200
1741615488,121666546,122315
1741717893,121768951,122417
1741820290,121871350,122519
1741922696,121973758,122622
1742025091,122076154,122720
1742127489,122178554,122827
1742229888,122280955,122920
1742332292,122383360,123031
1742434695,122485764,123120
1742537088,122588159,123237
1742639492,122690564,123339
1742741893,122792967,123440
1742844295,122895371,123543
1742946690,122997767,123640
1743049093,123100172,123748
1743151493,123202573,123840
1743253896,123304977,123953
1743356290,123407373,124040
1743458694,123509778,124158
1743561089,123612175,124261
1743663493,123714580,124360
1743765895,123816984,124465
1743868289,123919380,124560
1743970689,124021781,124670
1744073092,124124186,124760
1744175496,124226591,124875
1744277889,124328986,124977
1744380295,124431393,125079
1744482689,124533789,125182
1744585092,124636193,125280
1744687495,124738598,125387
1744789895,124841000,125480
1744892296,124943401,125591
1744994691,125045798,125680
1745097093,125148202,125797
1745199488,125250598,125899
1745301895,125353007,126000
1745404290,125455403,126103
1745506692,125557807,126200
1745609088,125660204,126309
1745711491,125762609,126400
1745813895,125865014,126513
1745916295,125967416,126600
1746018692,126069814,126718
1746121094,126172218,126821
1746223495,126274621,126920
1746325891,126377018,127025
1746428293,126479422,127120
1746530688,126581818,127230
1746633092,126684223,127320
1746735491,126786624,127435
1746837892,126889026,127537
1746940288,126991424,127640
1747042696,127093834,127742
1747145096,127196235,127841
1747247509,127298650,127947
1747349893,127401035,128041
1747452292,127503435,128152
1747554696,127605841,128241
1747657091,127708237,128357
1747759496,127810644,128459
1747861894,127913044,128561
1747964293,128015444,128664
1748066692,128117845,128761
1748169095,128220249,128869
1748271488,128322644,128961
1748373896,128425053,129073
1748476296,128527454,129161
1748578693,128629854,129278
1748681096,128732257,129381
1748783494,128834657,129481
1748885890,128937055,129585
1748988293,129039459,129681
1749090695,129141862,129790
1749193089,129244258,129881
1749295492,129346663,129995
1749397895,129449068,130097
1749500296,129551470,130200
1749602690,129653865,130302
1749705096,129756273,130401
1749807492,129858671,130507
1749909888,129961068,130601
1750012289,130063470,130712
1750114696,130165879,130801
1750217090,130268274,130917
1750319490,130370676,131020
1750421893,130473080,131121
1750524296,130575485,131224
1750626690,130677880,131321
1750729094,130780286,131429
1750831489,130882683,131521
1750933892,130985087,131634
1751036296,131087493,131721
1751138690,131189888,131838
1751241093,131292292,131941
1751343492,131394693,132041
1751445890,131497092,132146
1751548291,131599495,132241
1751650690,131701895,132350
1751753088,131804295,132441
1751855495,131906704,132555
1751957895,132009105,132658
1752060289,132111501,132760
1752162692,132213905,132862
1752265096,132316310,132961
1752367488,132418704,133068
1752469893,132521110,133161
1752572295,132623514,133272
1752674688,132725909,133361
1752777096,132828318,133477
1752879495,132930718,133580
1752981890,133033115,133681
1753084289,133135515,133784
1753186693,133237921,133881
1753289097,133340326,133989
1753391491,133442722,134081
1753493895,133545128,134194
1753596295,133647529,134281
1753698691,133749927,134398
1753801095,133852332,134501
1753903489,133954727,134601
1754005889,134057130,134706
1754108288,134159530,134801
1754210691,134261934,134910
1754313090,134364335,135001
1754415496,134466743,135116
1754517895,134569143,135218
1754620289,134671539,135320
1754722693,134773944,135422
1754825097,134876349,135521
1754927490,134978743,135628
1755029893,135081148,135721
1755132296,135183553,135832
1755234689,135285947,135921
1755337096,135388356,136037
1755439494,135490755,136140
1755541889,135593152,136241
1755644291,135695556,136344
1755746696,135797962,136441
1755849095,135900362,136549
1755951489,136002758,136641
1756053894,136105164,136754
1756156289,136207561,136841
1756258694,136309967,136959
1756361090,136412365,137061
1756463495,136514771,137161
1756565889,136617167,137266
1756668291,136719571,137361
1756770695,136821976,137471
1756873090,136924373,137561
1756975489,137026773,137676
1757077894,137129179,137778
1757180289,137231576,137881
1757282690,137333979,137983
1757385094,137436384,138081
1757487488,137538780,138188
1757589893,137641186,138281
1757692292,137743586,138393
1757794691,137845987,138481
1757897094,137948392,138597
1757999492,138050791,138700
1758101893,138153194,138801
1758204290,138255592,138905
1758306693,138357997,139001
1758409092,138460397,139109
1758511495,138562802,139201
1758604322,138655990,139305
1758613890,138665198,139314
1758624514,138676182,139325
1758716294,138767603,139411
1758818696,138870007,139519
1758921092,138972404,139611
1759023492,139074806,139724
1759125888,139177204,139811
1759228289,139279606,139929
1759330689,139382007,140031
1759433096,139484416,140131
1759535489,139586811,140236
1759637891,139689214,140331
1759740292,139791616,140441
1759842688,139894014,140531
1759945091,139996419,140646
1760047494,140098823,140748
1760149890,140201220,140850
1760252289,140303621,140953
1760354690,140406024,141051
1760457089,140508424,141157
1760559491,140610828,141251
1760661892,140713230,141362
1760764294,140815634,141451
1760866693,140918035,141567
1760969096,141020439,141669
1761071495,141122840,141771
1761173896,141225242,141874
1761276290,141327637,141971
1761378689,141430038,142079
1761481096,141532446,142171
1761583491,141634842,142284
1761685888,141737241,142371
1761788289,141839644,142489
1761890690,141942047,142591
1761993093,142044451,142691
1762095494,142146853,142796
1762197890,142249251,142891
1762300294,142351656,143001
1762402697,142454061,143091
1762505091,142556456,143206
1762607493,142658860,143308
1762709896,142761265,143410
1762914692,142966063,143611
1763017095,143068468,143718
1763119488,143170863,143811
1763221889,143273265,143922
1763324292,143375669,144011
1763426696,143478075,144127
1763529090,143580471,144230
1763631495,143682877,144331
1763733889,143785272,144434
1763836290,143887675,144531
1763938691,143990078,144639
1764041095,144092483,144731
1764143489,144194879,144844
1764245892,144297283,144931
1764348296,144399689,145049
1764450691,144502085,145152
1764553089,144604485,145251
1764655497,144706894,145356
1764757896,144809294,145451
1764860291,144911691,145561
1764962695,145014096,145651
1765065089,145116492,145766
1765167489,145218893,145868
1765269895,145321301,145970
1765372290,145423698,146073
1765474690,145526099,146171
1765577091,145628502,146278
1765679488,145730900,146371
1765781894,145833308,146482
1765884295,145935710,146571
1765986688,146038104,146687
1766089089,146140507,146790
1766191489,146242909,146891
1766293896,146345317,146994
1766396291,146447714,147092
1766498689,146550113,147199
1766601092,146652518,147292
1766703496,146754923,147405
1766805895,146857324,147492
1766908295,146959725,147609
1767010693,147062125,147712
1767113093,147164526,147812
1767215492,147266926,147916
1767317895,147369331,148012
1767420293,147471730,148121
1767522695,147574135,148212
1767625092,147676533,148326
1767727491,147778933,148428
1767829894,147881338,148531
1767932289,147983734,148633
1768034688,148086135,148732
1768137092,148188540,148838
1768239494,148290943,148932
1768341888,148393339,149043
1768444293,148495746,149132
1768546688,148598142,149247
1768649096,148700552,149350
1768751494,148802951,149452
1768853893,148905352,149555
