Sample, accel, ADC_0, ADC_1, ADC_2, Interval,,time, acceleration
346,1092.0401,649.1228,569.5652,668.421,5.2755,,1819.3049,1092.0401
347,1084.3989,639.4736,573.0434,662.2807,5.2651,,1824.57,1084.3989
348,1088.3764,636.8421,577.3912,667.5438,5.2673,,1829.8373,1088.3764
349,1074.6721,619.2982,580.8695,658.7719,5.2846,,1835.1219,1074.6721
350,1063.3442,605.2631,568.6956,664.035,5.2859,,1840.4078,1063.3442
351,1055.9721,592.1052,562.6087,669.2982,5.2682,,1845.676,1055.9721
352,1059.3046,594.7368,566.0869,669.2982,5.2716,,1850.9476,1059.3046
353,1052.6047,587.7192,566.0869,664.9122,5.2792,,1856.2268,1052.6047
354,1058.1417,585.0877,573.913,669.2982,5.2835,,1861.5103,1058.1417
355,1055.7164,586.8421,574.7825,663.1578,5.2679,,1866.7782,1055.7164
356,1057.9661,588.5964,579.1304,661.4035,5.2722,,1872.0504,1057.9661
357,1058.7327,590.3508,581.7391,658.7719,5.2831,,1877.3335,1058.7327
358,1062.8492,599.1228,585.2174,654.3859,5.2748,,1882.6083,1062.8492
359,1068.7138,607.8947,587.8261,653.5087,5.2705,,1887.8788,1068.7138
360,1074.0676,615.7894,591.3043,651.7543,5.2874,,1893.1662,1074.0676
361,1079.5974,624.5614,592.1738,651.7543,5.2804,,1898.4466,1079.5974
362,1085.1564,634.2105,593.0434,650.8771,5.2721,,1903.7187,1085.1564
363,1090.322,641.228,593.0434,652.6315,5.2663,,1908.985,1090.322
364,1091.8146,644.7368,593.913,650.8771,5.2775,,1914.2625,1091.8146
365,1107.9888,673.6842,596.5217,646.4912,5.2885,,1919.551,1107.9888
366,1106.8397,667.5438,596.5217,650.8771,5.276,,1924.827,1106.8397
367,1102.3332,678.0701,603.4782,625.4385,5.2873,,1930.1143,1102.3332
368,1119.9298,692.9824,586.0869,656.1403,5.2803,,1935.3946,1119.9298
369,1122.5872,695.614,586.0869,657.8947,5.2701,,1940.6647,1122.5872
370,1106.7232,696.4912,580,635.0877,5.2711,,1945.9358,1106.7232
371,1128.488,711.4035,584.3478,652.6315,5.2635,,1951.1993,1128.488
372,1133.8095,714.9122,591.3043,651.7543,5.283,,1956.4823,1133.8095
373,1133.4794,724.5614,590.4347,641.228,5.276,,1961.7583,1133.4794
374,1148.1473,735.9649,592.1738,652.6315,5.2743,,1967.0326,1148.1473
375,1141.4829,728.9473,595.6521,645.614,5.2831,,1972.3157,1141.4829
376,1152.425,742.9824,596.5217,648.2456,5.2765,,1977.5922,1152.425
377,1158.8118,749.1228,597.3912,651.7543,5.2744,,1982.8666,1158.8118
378,1153.1743,746.4912,597.3912,644.7368,5.2847,,1988.1513,1153.1743
379,1154.5925,750,594.7825,645.614,5.2835,,1993.4348,1154.5925
380,1166.2163,760.5263,597.3912,651.7543,5.257,,1998.6918,1166.2163
381,1163.1137,758.7719,597.3912,648.2456,5.2738,,2003.9656,1163.1137
382,1169.4404,764.9122,600,650,5.2826,,2009.2482,1169.4404
383,1175.7269,770.1754,601.7391,653.5087,5.252,,2014.5002,1175.7269
384,1180.6059,776.3157,604.3478,652.6315,5.2732,,2019.7734,1180.6059
385,1181.6595,782.4561,606.9565,644.7368,5.2717,,2025.0451,1181.6595
386,1178.378,782.4561,605.2174,640.3508,5.2896,,2030.3347,1178.378
387,1174.1175,785.9649,604.3478,628.9473,5.2721,,2035.6068,1174.1175
388,1171.7554,785.9649,605.2174,623.6842,5.2721,,2040.8789,1171.7554
389,1170.6051,790.3508,600.8695,620.1754,5.2874,,2046.1663,1170.6051
390,1167.7669,792.9824,600.8695,611.4035,5.2852,,2051.4515,1167.7669
391,1173.7423,799.1228,603.4782,612.2807,5.2771,,2056.7286,1173.7423
392,1173.0223,802.6315,597.3912,612.2807,5.2711,,2061.9997,1173.0223
393,1175.9747,804.3859,602.6087,610.5263,5.2896,,2067.2893,1175.9747
394,1171.0421,799.1228,600,610.5263,5.2764,,2072.5657,1171.0421
395,1172.5859,797.3684,600.8695,614.9122,5.2505,,2077.8162,1172.5859
396,1176.9533,795.614,600.8695,625.4385,5.2879,,2083.1041,1176.9533
397,1175.9183,791.228,599.1304,630.7017,5.2878,,2088.3919,1175.9183
398,1179.6263,787.7192,601.7391,639.4736,5.2727,,2093.6646,1179.6263
399,1185.9353,785.9649,606.0869,649.1228,5.2771,,2098.9417,1185.9353
400,1184.6525,782.4561,604.3478,652.6315,5.282,,2104.2237,1184.6525
401,1197.4992,798.2456,605.2174,656.1403,5.2857,,2109.5094,1197.4992
402,1197.1978,802.6315,602.6087,652.6315,5.27,,2114.7794,1197.1978
403,1202.3057,802.6315,606.0869,658.7719,5.2738,,2120.0532,1202.3057
404,1202.9786,803.5087,604.3478,660.5263,5.2814,,2125.3346,1202.9786
405,1193.1057,792.1052,601.7391,658.7719,5.2744,,2130.609,1193.1057
406,1192.293,790.3508,604.3478,657.0175,5.271,,2135.88,1192.293
407,1189.7392,782.4561,609.5652,657.0175,5.2798,,2141.1598,1189.7392
408,1188.6666,780.7017,607.8261,658.7719,5.2814,,2146.4412,1188.6666
409,1191.8767,787.7192,606.9565,657.0175,5.2782,,2151.7194,1191.8767
410,1181.0217,779.8245,603.4782,650,5.2732,,2156.9926,1181.0217
411,1181.9882,779.8245,603.4782,651.7543,5.2646,,2162.2572,1181.9882
412,1183.6607,781.5789,593.913,661.4035,5.289,,2167.5462,1183.6607
413,1178.9381,778.9473,594.7825,655.2631,5.2776,,2172.8238,1178.9381
414,1173.1776,769.2982,593.0434,657.8947,5.2879,,2178.1117,1173.1776
415,1174.0073,769.2982,595.6521,657.0175,5.2814,,2183.3931,1174.0073
416,1166.5667,757.8947,595.6521,657.0175,5.2625,,2188.6556,1166.5667
417,1156.9624,753.5087,593.0434,647.3684,5.2711,,2193.9267,1156.9624
418,1154.9464,747.3684,593.0434,650.8771,5.2829,,2199.2096,1154.9464
419,1153.2382,748.2456,589.5652,650,5.2841,,2204.4937,1153.2382
420,1148.741,746.4912,587.8261,645.614,5.2548,,2209.7485,1148.741
421,1144.1397,747.3684,583.4782,640.3508,5.2782,,2215.0267,1144.1397
422,1145.9008,748.2456,580,645.614,5.2835,,2220.3102,1145.9008
423,1135.9007,741.228,580,635.9649,5.2565,,2225.5667,1135.9007
424,1130.1807,739.4736,573.913,633.3333,5.2581,,2230.8248,1130.1807
425,1120.6875,729.8245,569.5652,631.5789,5.2868,,2236.1116,1120.6875
426,1119.7087,735.9649,562.6087,628.9473,5.2879,,2241.3995,1119.7087
427,1118.7895,742.9824,557.3912,623.6842,5.2782,,2246.6777,1118.7895
428,1115.7263,746.4912,550.4347,620.1754,5.2764,,2251.9541,1115.7263
429,1112.5393,747.3684,548.6956,614.9122,5.2847,,2257.2388,1112.5393
430,1108.5648,745.614,546.9565,611.4035,5.2874,,2262.5262,1108.5648
431,1101.0303,747.3684,540,601.7543,5.2754,,2267.8016,1101.0303
432,1102.0865,750.8771,538.2608,600.8771,5.2516,,2273.0532,1102.0865
433,1105.0878,752.6315,540,602.6315,5.2813,,2278.3345,1105.0878
434,1097.5177,746.4912,540.8695,595.614,5.2537,,2283.5882,1097.5177
435,1095.7626,742.9824,538.2608,599.1228,5.2754,,2288.8636,1095.7626
436,1094.4025,742.1052,543.4782,592.9824,5.2841,,2294.1477,1094.4025
437,1096.5777,741.228,545.2174,596.4912,5.2842,,2299.4319,1096.5777
438,1083.4027,733.3333,540,586.8421,5.2715,,2304.7034,1083.4027
439,1096.6088,742.1052,546.9565,593.8596,5.2581,,2309.9615,1096.6088
440,1097.6903,745.614,544.3478,593.8596,5.2862,,2315.2477,1097.6903
441,1093.5377,741.228,549.5652,586.8421,5.2868,,2320.5345,1093.5377
442,1095.9775,736.8421,556.5217,590.3508,5.2743,,2325.8088,1095.9775
443,1104.951,741.228,560,598.2456,5.2884,,2331.0972,1104.951
444,1096.4122,729.8245,559.1304,597.3684,5.2679,,2336.3651,1096.4122
445,1102.3676,733.3333,564.3478,599.1228,5.2728,,2341.6379,1102.3676
446,1105.3448,731.5789,568.6956,602.6315,5.271,,2346.9089,1105.3448
447,1100.8851,724.5614,564.3478,607.0175,5.2857,,2352.1946,1100.8851
448,1097.4915,717.5438,570.4347,603.5087,5.2803,,2357.4749,1097.4915
449,1101.3334,713.1578,573.0434,613.1578,5.2744,,2362.7493,1101.3334
450,1089.4456,696.4912,578.2608,606.1403,5.2656,,2368.0149,1089.4456
451,1096.3415,692.9824,584.3478,616.6666,5.2884,,2373.3033,1096.3415
452,1095.7233,686.8421,578.2608,628.0701,5.2744,,2378.5777,1095.7233
453,1085.6551,671.0526,583.4782,622.807,5.2695,,2383.8472,1085.6551
454,1094.1547,673.6842,587.8261,630.7017,5.2836,,2389.1308,1094.1547
455,1093.3237,664.9122,588.6956,637.7192,5.2858,,2394.4166,1093.3237
456,1097.6397,660.5263,593.0434,645.614,5.2744,,2399.691,1097.6397
457,1090.7739,650,593.913,643.8596,5.27,,2404.961,1090.7739
458,1096.8005,655.2631,598.2608,644.7368,5.2721,,2410.2331,1096.8005
459,1095.9285,647.3684,605.2174,644.7368,5.2847,,2415.5178,1095.9285
460,1100.234,651.7543,601.7391,650.8771,5.2744,,2420.7922,1100.234
461,1097.5573,649.1228,603.4782,647.3684,5.2884,,2426.0806,1097.5573
462,1101.6712,648.2456,604.3478,654.3859,5.2825,,2431.3631,1101.6712
463,1104.1462,648.2456,606.9565,656.1403,5.2727,,2436.6358,1104.1462
464,1114.3581,654.3859,610.4347,664.035,5.2717,,2441.9075,1114.3581
465,1114.9468,658.7719,608.6956,662.2807,5.2802,,2447.1877,1114.9468
466,1113.4307,658.7719,607.8261,660.5263,5.2863,,2452.474,1113.4307
467,1122.3641,673.6842,606.9565,661.4035,5.2754,,2457.7494,1122.3641
468,1123.9127,677.1929,607.8261,659.6491,5.2771,,2463.0265,1123.9127
469,1128.5806,684.2105,609.5652,658.7719,5.2874,,2468.3139,1128.5806
470,1132.7401,686.8421,609.5652,663.1578,5.2732,,2473.5871,1132.7401
471,1134.9726,696.4912,611.3043,655.2631,5.2733,,2478.8604,1134.9726
472,1141.7772,705.2631,613.913,655.2631,5.2852,,2484.1456,1141.7772
473,1140.301,704.3859,612.1738,655.2631,5.2863,,2489.4319,1140.301
474,1147.2871,713.1578,611.3043,658.7719,5.2706,,2494.7025,1147.2871
475,1158.7437,726.3157,617.3912,658.7719,5.2722,,2499.9747,1158.7437
476,1159.7078,731.5789,613.913,657.8947,5.2846,,2505.2593,1159.7078
477,1162.7907,740.3508,613.913,653.5087,5.2912,,2510.5505,1162.7907
478,1165.8454,742.9824,616.5217,653.5087,5.2754,,2515.8259,1165.8454
479,1173.0632,757.8947,613.913,651.7543,5.2879,,2521.1138,1173.0632
480,1177.9644,767.5438,611.3043,651.7543,5.2847,,2526.3985,1177.9644
481,1178.9792,771.0526,606.9565,653.5087,5.2775,,2531.676,1178.9792
482,1188.8095,782.4561,608.6956,656.1403,5.2727,,2536.9487,1188.8095
483,1180.4571,776.3157,607.8261,649.1228,5.2863,,2542.235,1180.4571
484,1185.6301,784.2105,608.6956,648.2456,5.2841,,2547.5191,1185.6301
485,1200.4899,795.614,606.9565,663.1578,5.2721,,2552.7912,1200.4899
486,1184.6928,782.4561,603.4782,653.5087,5.2857,,2558.0769,1184.6928
487,1187.4539,789.4736,602.6087,650.8771,5.2869,,2563.3638,1187.4539
488,1193.2607,790.3508,604.3478,658.7719,5.2775,,2568.6413,1193.2607
489,1192.6761,788.5964,602.6087,661.4035,5.2727,,2573.914,1192.6761
490,1190.1464,789.4736,606.9565,651.7543,5.2874,,2579.2014,1190.1464
491,1193.2178,793.8596,603.4782,655.2631,5.2864,,2584.4878,1193.2178
492,1190.8343,792.9824,600.8695,654.3859,5.2732,,2589.761,1190.8343
493,1186.6138,789.4736,600,651.7543,5.2786,,2595.0396,1186.6138
494,1186.82,791.228,600,650,5.2695,,2600.3091,1186.82
495,1186.6359,790.3508,601.7391,649.1228,5.2401,,2605.5492,1186.6359
496,1183.8519,789.4736,597.3912,649.1228,5.2732,,2610.8224,1183.8519
497,1186.2375,792.9824,596.5217,650,5.2847,,2616.1071,1186.2375
498,1185.2355,792.9824,597.3912,647.3684,5.2678,,2621.3749,1185.2355
499,1180.2159,786.8421,596.5217,646.4912,5.2738,,2626.6487,1180.2159
500,1181.2309,791.228,596.5217,642.9824,5.2744,,2631.9231,1181.2309
501,1182.7834,795.614,595.6521,641.228,5.2852,,2637.2083,1182.7834
502,1176.7204,794.7368,590.4347,635.9649,5.2862,,2642.4945,1176.7204
503,1171.8958,792.9824,586.9565,632.4561,5.2776,,2647.7721,1171.8958
504,1173.7642,796.4912,587.8261,630.7017,5.2765,,2653.0486,1173.7642
505,1169.2947,793.8596,584.3478,628.9473,5.2874,,2658.336,1169.2947
506,1167.686,793.8596,578.2608,631.5789,5.276,,2663.612,1167.686
507,1166.862,794.7368,578.2608,628.9473,5.2754,,2668.8874,1166.862
508,1161.5821,792.9824,574.7825,624.5614,5.2879,,2674.1753,1161.5821
509,1160.2103,794.7368,569.5652,624.5614,5.2879,,2679.4632,1160.2103
510,1153.7431,792.1052,568.6956,616.6666,5.2749,,2684.7381,1153.7431
511,1151.4202,788.5964,566.9565,618.421,5.2722,,2690.0103,1151.4202
512,1150.8475,792.1052,560.8695,618.421,5.2895,,2695.2998,1150.8475
513,1145.88,789.4736,558.2608,614.9122,5.2739,,2700.5737,1145.88
514,1148.9569,788.5964,560,620.1754,5.2748,,2705.8485,1148.9569
515,1129.2484,781.5789,547.8261,603.5087,5.2663,,2711.1148,1129.2484
516,1133.2302,788.5964,546.9565,602.6315,5.2851,,2716.3999,1133.2302
517,1141.8959,805.2631,542.6087,600.8771,5.276,,2721.6759,1141.8959
518,1133.5687,793.8596,540,602.6315,5.2771,,2726.953,1133.5687
519,1134.3323,795.614,540,601.7543,5.27,,2732.223,1134.3323
520,1132.9315,797.3684,537.3912,599.1228,5.2694,,2737.4924,1132.9315
521,1131.905,799.1228,536.5217,595.614,5.2722,,2742.7646,1131.905
522,1131.3359,798.2456,535.6521,596.4912,5.2732,,2748.0378,1131.3359
523,1126.7598,792.1052,532.1738,599.1228,5.2846,,2753.3224,1126.7598
524,1127.1354,791.228,531.3043,601.7543,5.2684,,2758.5908,1127.1354
525,1121.5163,785.9649,532.1738,597.3684,5.2711,,2763.8619,1121.5163
526,1109.6013,774.5614,527.8261,593.8596,5.2846,,2769.1465,1109.6013
527,1108.8752,768.421,531.3043,597.3684,5.289,,2774.4355,1108.8752
528,1098.5584,754.3859,533.913,593.8596,5.2739,,2779.7094,1098.5584
529,1094.6347,749.1228,531.3043,595.614,5.2754,,2784.9848,1094.6347
530,1076.2705,724.5614,535.6521,588.5964,5.2927,,2790.2775,1076.2705
531,1084.4832,725.4385,537.3912,600.8771,5.2733,,2795.5508,1084.4832
532,1090.9956,724.5614,540.8695,610.5263,5.2748,,2800.8256,1090.9956
533,1080.95,710.5263,545.2174,605.2631,5.2885,,2806.1141,1080.95
534,1083.3665,707.0175,548.6956,610.5263,5.2846,,2811.3987,1083.3665
535,1080.7928,696.4912,552.1738,614.9122,5.2674,,2816.6661,1080.7928
536,1073.331,685.9649,555.6521,610.5263,5.2743,,2821.9404,1073.331
537,1072.1218,678.0701,559.1304,614.035,5.2879,,2827.2283,1072.1218
538,1067.9691,668.421,560.8695,615.7894,5.2711,,2832.4994,1067.9691
539,1066.4089,660.5263,564.3478,618.421,5.2765,,2837.7759,1066.4089
540,1067.8115,654.3859,572.1738,620.1754,5.2723,,2843.0482,1067.8115
541,1061.1708,646.4912,567.8261,621.0526,5.2808,,2848.329,1061.1708
542,1059.6376,639.4736,574.7825,619.2982,5.2684,,2853.5974,1059.6376
543,1066.3522,636.8421,584.3478,624.5614,5.2743,,2858.8717,1066.3522
544,1063.3331,630.7017,581.7391,628.0701,5.2852,,2864.1569,1063.3331
545,1059.1035,623.6842,583.4782,626.3157,5.2809,,2869.4378,1059.1035
546,1061.5505,621.9298,586.9565,628.9473,5.27,,2874.7078,1061.5505
547,1063.9318,621.0526,592.1738,628.9473,5.2771,,2879.9849,1063.9318
548,1065.9882,623.6842,592.1738,629.8245,5.2917,,2885.2766,1065.9882
549,1068.9506,621.0526,596.5217,633.3333,5.2749,,2890.5515,1068.9506
550,1070.41,624.5614,598.2608,630.7017,5.2684,,2895.8199,1070.41
551,1072.0235,625.4385,596.5217,634.2105,5.2836,,2901.1035,1072.0235
552,1077.4976,628.9473,601.7391,635.0877,5.2775,,2906.381,1077.4976
553,1079.5566,630.7017,601.7391,636.8421,5.2727,,2911.6537,1079.5566
554,1081.1267,634.2105,600.8695,636.8421,5.2765,,2916.9302,1081.1267
555,1082.6335,630.7017,602.6087,641.228,5.283,,2922.2132,1082.6335
556,1095.8463,639.4736,607.8261,650,5.2852,,2927.4984,1095.8463
557,1097.5041,642.1052,605.2174,652.6315,5.2586,,2932.757,1097.5041
558,1098.424,642.1052,607.8261,651.7543,5.2706,,2938.0276,1098.424
559,1102.0352,642.1052,608.6956,657.0175,5.2846,,2943.3122,1102.0352
560,1105.0339,642.9824,611.3043,658.7719,5.2608,,2948.573,1105.0339
561,1113.5295,647.3684,618.2608,662.2807,5.27,,2953.843,1113.5295
562,1114.6433,648.2456,616.5217,664.9122,5.2836,,2959.1266,1114.6433
563,1123.3369,653.5087,619.1304,671.9298,5.2857,,2964.4123,1123.3369
564,1125.3179,658.7719,620,669.2982,5.2721,,2969.6844,1125.3179
565,1129.8959,662.2807,621.7391,671.9298,5.2554,,2974.9398,1129.8959
566,1132.4299,666.6666,622.6087,671.0526,5.2885,,2980.2283,1132.4299
567,1137.1445,676.3157,621.7391,670.1754,5.2825,,2985.5108,1137.1445
568,1142.846,684.2105,622.6087,671.0526,5.2711,,2990.7819,1142.846
569,1154.3308,700,624.3478,672.807,5.2711,,2996.053,1154.3308
570,1159.7586,711.4035,624.3478,670.1754,5.2673,,3001.3203,1159.7586
571,1166.022,725.4385,621.7391,668.421,5.2721,,3006.5924,1166.022
572,1179.2486,741.228,625.2174,671.0526,5.2701,,3011.8625,1179.2486
573,1187.9711,757.8947,621.7391,671.0526,5.2792,,3017.1417,1187.9711
574,1194.4822,771.0526,620.8695,668.421,5.2863,,3022.428,1194.4822
575,1208.0019,790.3508,620.8695,670.1754,5.2711,,3027.6991,1208.0019
576,1217.4061,802.6315,623.4782,670.1754,5.2661,,3032.9652,1217.4061
577,1225.2236,819.2982,620.8695,666.6666,5.2852,,3038.2504,1225.2236
578,1238.0883,836.8421,618.2608,671.0526,5.2868,,3043.5372,1238.0883
579,1244.5363,849.1228,618.2608,667.5438,5.2684,,3048.8056,1244.5363
580,1247.4171,857.8947,614.7825,664.9122,5.2851,,3054.0907,1247.4171
581,1252.8597,865.7894,614.7825,664.9122,5.2885,,3059.3792,1252.8597
582,1250.2648,870.1754,606.0869,662.2807,5.2776,,3064.6568,1250.2648
583,1254.5749,877.1929,608.6956,658.7719,5.2683,,3069.9251,1254.5749
584,1255.5747,879.8245,606.9565,658.7719,5.2863,,3075.2114,1255.5747
585,1251.7926,875.4385,602.6087,661.4035,5.2895,,3080.5009,1251.7926
586,1249.5668,875.4385,600.8695,658.7719,5.276,,3085.7769,1249.5668
587,1233.4473,861.4035,597.3912,650,5.2782,,3091.0551,1233.4473
588,1235.4281,859.6491,598.2608,655.2631,5.2678,,3096.3229,1235.4281
589,1234.4598,861.4035,595.6521,653.5087,5.2732,,3101.5961,1234.4598
590,1237.0035,864.035,591.3043,658.7719,5.276,,3106.8721,1237.0035
591,1222.6335,853.5087,592.1738,644.7368,5.2743,,3112.1464,1222.6335
592,1222.1309,853.5087,593.0434,642.9824,5.2841,,3117.4305,1222.1309
593,1218.5164,851.7543,585.2174,645.614,5.269,,3122.6995,1218.5164
594,1214.8432,846.4912,585.2174,645.614,5.2749,,3127.9744,1214.8432
595,1207.1885,842.9824,578.2608,642.1052,5.2998,,3133.2742,1207.1885
596,1204.6419,843.8596,576.5217,637.7192,5.2711,,3138.5453,1204.6419
597,1194.2708,834.2105,574.7825,632.4561,5.2776,,3143.8229,1194.2708
598,1191.5791,834.2105,573.0434,628.9473,5.2841,,3149.107,1191.5791
599,1183.9067,828.9473,569.5652,624.5614,5.282,,3154.389,1183.9067
600,1175.785,821.0526,566.0869,622.807,5.2765,,3159.6655,1175.785
601,1174.8277,821.9298,560.8695,624.5614,5.2688,,3164.9343,1174.8277
602,1166.0012,813.1578,559.1304,621.0526,5.2901,,3170.2244,1166.0012
603,1162.8854,813.1578,556.5217,617.5438,5.2694,,3175.4938,1162.8854
604,1158.5982,811.4035,553.0434,614.9122,5.2744,,3180.7682,1158.5982
605,1152.5911,805.2631,550.4347,614.035,5.27,,3186.0382,1152.5911
606,1152.7182,803.5087,551.3043,615.7894,5.2808,,3191.319,1152.7182
607,1148.7265,799.1228,551.3043,614.035,5.2749,,3196.5939,1148.7265
608,1141.8773,794.7368,544.3478,613.1578,5.2678,,3201.8617,1141.8773
609,1140.0473,792.1052,544.3478,613.1578,5.2847,,3207.1464,1140.0473
610,1134.8485,789.4736,538.2608,612.2807,5.276,,3212.4224,1134.8485
611,1131.0227,780.7017,540,614.9122,5.2732,,3217.6956,1131.0227
612,1118.1812,771.0526,533.0434,609.6491,5.2532,,3222.9488,1118.1812
613,1113.7279,765.7894,531.3043,609.6491,5.2754,,3228.2242,1113.7279
614,1104.3521,756.1403,529.5652,606.1403,5.2869,,3233.5111,1104.3521
615,1102.4693,749.1228,529.5652,611.4035,5.2689,,3238.78,1102.4693
616,1095.9504,737.7192,533.0434,610.5263,5.2716,,3244.0516,1095.9504
617,1092.9724,732.4561,532.1738,612.2807,5.2814,,3249.333,1092.9724
618,1088.4704,718.421,540,614.035,5.2727,,3254.6057,1088.4704
619,1083.8077,712.2807,541.7391,611.4035,5.251,,3259.8567,1083.8077
620,1079.6312,704.3859,541.7391,613.1578,5.2847,,3265.1414,1079.6312
621,1066.7172,688.5964,544.3478,606.1403,5.2841,,3270.4255,1066.7172
622,1071.7764,688.5964,551.3043,608.7719,5.2711,,3275.6966,1071.7764
623,1064.8967,678.0701,553.913,606.1403,5.2743,,3280.9709,1064.8967
624,1060.8508,671.0526,555.6521,605.2631,5.2934,,3286.2643,1060.8508
625,1058.4636,664.035,566.0869,599.1228,5.269,,3291.5333,1058.4636
626,1052.7734,651.7543,566.9565,601.7543,5.2623,,3296.7956,1052.7734
627,1051.3026,642.9824,569.5652,606.1403,5.289,,3302.0846,1051.3026
628,1052.8861,635.9649,575.6521,610.5263,5.2819,,3307.3665,1052.8861
629,1050.3491,631.5789,573.0434,613.1578,5.2776,,3312.6441,1050.3491
630,1048.6036,624.5614,575.6521,614.9122,5.2645,,3317.9086,1048.6036
631,1041.8518,613.1578,575.6521,614.9122,5.2857,,3323.1943,1041.8518
632,1042.8007,608.7719,578.2608,618.421,5.2858,,3328.4801,1042.8007
633,1046.871,610.5263,580,621.9298,5.2716,,3333.7517,1046.871
634,1042.8065,599.1228,581.7391,624.5614,5.2587,,3339.0104,1042.8065
635,1049.8786,598.2456,588.6956,630.7017,5.2825,,3344.2929,1049.8786
636,1048.5836,594.7368,585.2174,635.0877,5.2743,,3349.5672,1048.5836
637,1052.7384,593.8596,587.8261,640.3508,5.2694,,3354.8366,1052.7384
638,1050.6536,593.8596,586.9565,637.7192,5.2857,,3360.1223,1050.6536
639,1053.7435,592.1052,590.4347,641.228,5.289,,3365.4113,1053.7435
640,1054.5588,588.5964,588.6956,647.3684,5.2712,,3370.6825,1054.5588
641,1057.4921,585.0877,597.3912,647.3684,5.2737,,3375.9562,1057.4921
642,1059.0964,586.8421,595.6521,650,5.2797,,3381.2359,1059.0964
643,1067.2174,588.5964,602.6087,655.2631,5.2652,,3386.5011,1067.2174
644,1069.2305,588.5964,605.2174,656.1403,5.2732,,3391.7743,1069.2305
645,1074.0157,586.8421,608.6956,662.2807,5.27,,3397.0443,1074.0157
646,1075.6791,587.7192,606.9565,665.7894,5.2803,,3402.3246,1075.6791
647,1080.5595,594.7368,607.8261,666.6666,5.2775,,3407.6021,1080.5595
648,1087.1982,600,608.6956,671.9298,5.2781,,3412.8802,1087.1982
649,1086.1972,595.614,612.1738,671.0526,5.2673,,3418.1475,1086.1972
650,1091.8505,602.6315,609.5652,676.3157,5.2777,,3423.4252,1091.8505
651,1095.2486,607.8947,610.4347,676.3157,5.2748,,3428.7,1095.2486
652,1108.9791,621.9298,611.3043,685.0877,5.2722,,3433.9722,1108.9791
653,1114.2792,630.7017,613.913,683.3333,5.2956,,3439.2678,1114.2792
654,1131.0036,641.228,630.4347,685.9649,5.2743,,3444.5421,1131.0036
655,1134.9862,659.6491,616.5217,687.7192,5.2667,,3449.8088,1134.9862
656,1139.015,671.0526,616.5217,683.3333,5.2885,,3455.0973,1139.015
657,1152.0792,693.8596,616.5217,682.4561,5.2743,,3460.3716,1152.0792
658,1163.1314,708.7719,617.3912,685.0877,5.2722,,3465.6438,1163.1314
659,1167.1048,721.9298,617.3912,678.0701,5.2695,,3470.9133,1167.1048
660,1178.0522,737.7192,615.6521,681.5789,5.2792,,3476.1925,1178.0522
661,1190.6823,757.0175,616.5217,681.5789,5.2836,,3481.4761,1190.6823
662,1202.4104,774.5614,616.5217,682.4561,5.2705,,3486.7466,1202.4104
663,1215.2932,792.9824,617.3912,683.3333,5.2755,,3492.0221,1215.2932
664,1218.0974,801.7543,617.3912,678.0701,5.2867,,3497.3088,1218.0974
665,1230.348,820.1754,616.5217,678.9473,5.2673,,3502.5761,1230.348
666,1242.0699,840.3508,614.7825,677.1929,5.2743,,3507.8504,1242.0699
667,1245.9869,850.8771,613.0434,672.807,5.2809,,3513.1313,1245.9869
668,1252.5269,863.1578,613.0434,669.2982,5.2841,,3518.4154,1252.5269
669,1260.9792,875.4385,613.913,668.421,5.269,,3523.6844,1260.9792
670,1263.7291,884.2105,606.9565,668.421,5.2781,,3528.9625,1263.7291
671,1267.4077,885.0877,610.4347,671.0526,5.2993,,3534.2618,1267.4077
672,1269.7731,891.228,603.4782,673.6842,5.2684,,3539.5302,1269.7731
673,1273.6268,897.3684,603.4782,672.807,5.2765,,3544.8067,1273.6268
674,1272.8616,893.8596,606.0869,673.6842,5.2879,,3550.0946,1272.8616
675,1271.9836,893.8596,605.2174,672.807,5.2868,,3555.3814,1271.9836
676,1271.0649,896.4912,597.3912,674.5614,5.2777,,3560.6591,1271.0649
677,1266.4207,893.8596,597.3912,669.2982,5.2716,,3565.9307,1266.4207
678,1267.6669,900.8771,590.4347,668.421,5.2869,,3571.2176,1267.6669
679,1263.0637,900.8771,590.4347,659.6491,5.289,,3576.5066,1263.0637
680,1269.2951,907.8947,593.0434,659.6491,5.2727,,3581.7793,1269.2951
681,1270.9495,919.2982,588.6956,650.8771,5.2711,,3587.0504,1270.9495
682,1276.0462,929.8245,586.0869,648.2456,5.289,,3592.3394,1276.0462
683,1270.8031,934.2105,578.2608,638.5964,5.2673,,3597.6067,1270.8031
684,1272.8673,944.7368,579.1304,626.3157,5.2738,,3602.8805,1272.8673
685,1277.6169,954.3859,575.6521,624.5614,5.2857,,3608.1662,1277.6169
686,1274.2138,956.1403,576.5217,614.035,5.2885,,3613.4547,1274.2138
687,1268.5541,953.5087,573.0434,609.6491,5.2667,,3618.7214,1268.5541
688,1261.1519,946.4912,573.913,604.3859,5.2711,,3623.9925,1261.1519
689,1249.831,936.8421,569.5652,600,5.2965,,3629.289,1249.831
690,1240.1887,926.3157,573.0434,592.9824,5.2593,,3634.5483,1240.1887
691,1226.2875,909.6491,565.2174,597.3684,5.2701,,3639.8184,1226.2875
692,1212.0628,892.1052,564.3478,595.614,5.2867,,3645.1051,1212.0628
