Sample, accel, ADC_0, ADC_1, ADC_2, Interval,,time, acceleration
693,1197.781,875.4385,560.8695,594.7368,5.2792,,3650.3843,1197.781
694,1184.9281,858.7719,556.5217,597.3684,5.2781,,3655.6624,1184.9281
695,1174.6838,842.9824,561.7391,594.7368,5.2755,,3660.9379,1174.6838
696,1151.949,820.1754,553.913,589.4736,5.2917,,3666.2296,1151.949
697,1141.5234,804.3859,558.2608,586.8421,5.2874,,3671.517,1141.5234
698,1118.491,774.5614,555.6521,585.0877,5.2749,,3676.7919,1118.491
699,1104.8081,750,558.2608,588.5964,5.2846,,3682.0765,1104.8081
700,1088.8521,725.4385,555.6521,592.1052,5.2684,,3687.3449,1088.8521
701,1082.5786,712.2807,554.7825,597.3684,5.2744,,3692.6193,1082.5786
702,1069.4085,689.4736,550.4347,604.3859,5.2726,,3697.8919,1069.4085
703,1049.0515,657.0175,554.7825,600.8771,5.2852,,3703.1771,1049.0515
704,1040.4929,638.5964,558.2608,602.6315,5.2765,,3708.4536,1040.4929
705,1036.4898,621.9298,559.1304,612.2807,5.2733,,3713.7269,1036.4898
706,1021.3128,592.1052,562.6087,613.1578,5.2716,,3718.9985,1021.3128
707,1021.9605,578.9473,567.8261,621.9298,5.2906,,3724.2891,1021.9605
708,1016.825,564.035,567.8261,627.1929,5.2782,,3729.5673,1016.825
709,1012.8176,554.3859,573.0434,624.5614,5.27,,3734.8373,1012.8176
710,1013.1941,547.3684,575.6521,628.9473,5.2815,,3740.1188,1013.1941
711,1009.6923,542.9824,576.5217,626.3157,5.2851,,3745.4039,1009.6923
712,1010.1658,535.9649,579.1304,630.7017,5.2733,,3750.6772,1010.1658
713,1004.0708,532.4561,576.5217,626.3157,5.2711,,3755.9483,1004.0708
714,1005.3724,529.8245,577.3912,629.8245,5.2803,,3761.2286,1005.3724
715,1001.8728,525.4385,579.1304,626.3157,5.2847,,3766.5133,1001.8728
716,1001.3704,525.4385,578.2608,626.3157,5.2717,,3771.785,1001.3704
717,1001.4177,525.4385,577.3912,627.1929,5.2824,,3777.0674,1001.4177
718,1007.8292,528.9473,584.3478,628.0701,5.2825,,3782.3499,1007.8292
719,1007.2418,528.9473,585.2174,626.3157,5.27,,3787.6199,1007.2418
720,1012.3272,530.7017,589.5652,628.9473,5.2716,,3792.8915,1012.3272
721,1013.5036,536.8421,586.9565,628.0701,5.2863,,3798.1778,1013.5036
722,1014.6661,532.4561,594.7825,626.3157,5.2845,,3803.4623,1014.6661
723,1021.4916,541.228,593.913,630.7017,5.2739,,3808.7362,1021.4916
724,1027.3859,555.2631,593.913,628.0701,5.2739,,3814.0101,1027.3859
725,1026.3854,551.7543,599.1304,624.5614,5.2803,,3819.2904,1026.3854
726,1030.794,558.7719,596.5217,628.0701,5.2711,,3824.5615,1030.794
727,1035.7502,562.2807,600.8695,628.9473,5.2694,,3829.8309,1035.7502
728,1037.6347,566.6666,600,628.9473,5.2869,,3835.1178,1037.6347
729,1044.0888,574.5614,600,632.4561,5.2689,,3840.3867,1044.0888
730,1026.9354,560.5263,597.3912,619.2982,5.2526,,3845.6393,1026.9354
731,1050.2216,600.8771,591.3043,626.3157,5.2721,,3850.9114,1050.2216
732,1053.5772,593.8596,592.1738,637.7192,5.2831,,3856.1945,1053.5772
733,1059.1888,597.3684,593.913,642.1052,5.2847,,3861.4792,1059.1888
734,1062.9195,607.0175,597.3912,635.9649,5.27,,3866.7492,1062.9195
735,1073.1484,621.9298,595.6521,640.3508,5.2684,,3872.0176,1073.1484
736,1080.8172,628.0701,597.3912,645.614,5.2841,,3877.3017,1080.8172
737,1092.4818,639.4736,601.7391,650,5.2695,,3882.5712,1092.4818
738,1102.9305,657.0175,600,651.7543,5.2586,,3887.8298,1102.9305
739,1112.0671,674.5614,597.3912,651.7543,5.264,,3893.0938,1112.0671
740,1124.8858,692.1052,596.5217,656.1403,5.2815,,3898.3753,1124.8858
741,1141.343,714.9122,600.8695,656.1403,5.2699,,3903.6452,1141.343
742,1153.274,741.228,596.5217,651.7543,5.276,,3908.9212,1153.274
743,1161.1667,757.0175,593.913,650,5.2852,,3914.2064,1161.1667
744,1178.7612,783.3333,598.2608,646.4912,5.2652,,3919.4716,1178.7612
745,1196.4927,807.0175,599.1304,649.1228,5.2748,,3924.7464,1196.4927
746,1208.3917,827.1929,597.3912,647.3684,5.2646,,3930.011,1208.3917
747,1222.5064,849.1228,599.1304,643.8596,5.2846,,3935.2956,1222.5064
748,1241.3587,872.807,599.1304,648.2456,5.2716,,3940.5672,1241.3587
749,1267.1903,901.7543,601.7391,656.1403,5.2727,,3945.8399,1267.1903
750,1278.6447,922.807,602.6087,648.2456,5.2852,,3951.1251,1278.6447
751,1288.0899,928.0701,606.0869,656.1403,5.2879,,3956.413,1288.0899
752,1308.0594,954.3859,606.0869,657.8947,5.2608,,3961.6738,1308.0594
753,1320.0234,970.1754,606.9565,657.8947,5.27,,3966.9438,1320.0234
754,1333.364,985.0877,603.4782,665.7894,5.2841,,3972.2279,1333.364
755,1331.2363,983.3333,602.6087,664.9122,5.2852,,3977.5131,1331.2363
756,1337.8731,985.9649,605.2174,671.9298,5.2776,,3982.7907,1337.8731
757,1335.5535,984.2105,600,674.5614,5.2922,,3988.0829,1335.5535
758,1337.2751,984.2105,600.8695,677.1929,5.2684,,3993.3513,1337.2751
759,1333.7995,975.4385,603.4782,680.7017,5.2743,,3998.6256,1333.7995
760,1331.2731,971.0526,600,685.0877,5.2781,,4003.9037,1331.2731
761,1323.0775,962.2807,600,681.5789,5.2608,,4009.1645,1323.0775
762,1314.6625,956.1403,598.2608,675.4385,5.2641,,4014.4286,1314.6625
763,1305.3162,944.7368,593.913,677.1929,5.2743,,4019.7029,1305.3162
764,1303.712,942.9824,592.1738,678.0701,5.2754,,4024.9783,1303.712
765,1292.6779,928.9473,592.1738,676.3157,5.295,,4030.2733,1292.6779
766,1280.9614,914.035,593.913,672.807,5.2748,,4035.5481,1280.9614
767,1278.0401,912.2807,591.3043,671.9298,5.2738,,4040.8219,1278.0401
768,1271.029,904.3859,591.3043,669.2982,5.2841,,4046.106,1271.029
769,1257.0549,888.5964,591.3043,664.035,5.2798,,4051.3858,1257.0549
770,1249.276,883.3333,589.5652,657.8947,5.2662,,4056.652,1249.276
771,1238.2987,872.807,586.9565,653.5087,5.2749,,4061.9269,1238.2987
772,1230.0476,861.4035,591.3043,649.1228,5.2879,,4067.2148,1230.0476
773,1215.9208,847.3684,585.2174,646.4912,5.2793,,4072.4941,1215.9208
774,1199.2539,834.2105,586.9565,630.7017,5.277,,4077.7711,1199.2539
775,1185.9676,817.5438,584.3478,629.8245,5.2755,,4083.0466,1185.9676
776,1176.4144,806.1403,580.8695,629.8245,5.2885,,4088.3351,1176.4144
777,1161.7513,793.8596,573.913,624.5614,5.2743,,4093.6094,1161.7513
778,1149.7131,776.3157,576.5217,621.9298,5.2776,,4098.887,1149.7131
779,1139.3721,765.7894,574.7825,617.5438,5.2873,,4104.1743,1139.3721
780,1129.5076,751.7543,574.7825,616.6666,5.2868,,4109.4611,1129.5076
781,1122.0262,740.3508,573.0434,618.421,5.2771,,4114.7382,1122.0262
782,1112.3055,728.9473,568.6956,618.421,5.2651,,4120.0033,1112.3055
783,1101.0758,714.035,569.5652,614.9122,5.2874,,4125.2907,1101.0758
784,1094.1682,702.6315,570.4347,614.9122,5.2662,,4130.5569,1094.1682
785,1085.1877,690.3508,573.913,609.6491,5.2739,,4135.8308,1085.1877
786,1085.0985,683.3333,576.5217,614.9122,5.2857,,4141.1165,1085.0985
787,1069.5483,668.421,569.5652,610.5263,5.282,,4146.3985,1069.5483
788,1067.2905,655.2631,573.0434,617.5438,5.2743,,4151.6728,1067.2905
789,1059.8803,644.7368,572.1738,616.6666,5.2673,,4156.9401,1059.8803
790,1053.0676,633.3333,570.4347,618.421,5.2862,,4162.2263,1053.0676
791,1047.6499,624.5614,573.913,614.9122,5.2824,,4167.5087,1047.6499
792,1043.4041,614.035,575.6521,616.6666,5.2765,,4172.7852,1043.4041
793,1037.7679,607.0175,574.7825,614.9122,5.2809,,4178.0661,1037.7679
794,1040.249,601.7543,579.1304,620.1754,5.2819,,4183.348,1040.249
795,1033.2143,594.7368,575.6521,618.421,5.2689,,4188.6169,1033.2143
796,1033.8464,589.4736,576.5217,623.6842,5.2744,,4193.8913,1033.8464
797,1029.85,585.0877,574.7825,622.807,5.2852,,4199.1765,1029.85
798,1026.4396,574.5614,577.3912,624.5614,5.2841,,4204.4606,1026.4396
799,1024.0837,571.0526,574.7825,626.3157,5.2723,,4209.7329,1024.0837
800,1018.763,565.7894,580,617.5438,5.264,,4214.9969,1018.763
801,1017.8475,562.2807,580.8695,618.421,5.2793,,4220.2762,1017.8475
802,1021.9482,561.4035,586.0869,621.0526,5.2748,,4225.551,1021.9482
803,1014.5485,552.6315,584.3478,618.421,5.2657,,4230.8167,1014.5485
804,1013.3373,553.5087,586.9565,613.1578,5.2841,,4236.1008,1013.3373
805,1015.9679,551.7543,591.3043,614.9122,5.2836,,4241.3844,1015.9679
806,1013.0513,546.4912,593.913,612.2807,5.2749,,4246.6593,1013.0513
807,1012.0292,545.614,594.7825,610.5263,5.2705,,4251.9298,1012.0292
808,1017.6585,549.1228,593.913,617.5438,5.2809,,4257.2107,1017.6585
809,1014.5287,548.2456,593.913,613.1578,5.2853,,4262.496,1014.5287
810,1018.6063,550.8771,593.913,617.5438,5.2721,,4267.7681,1018.6063
811,1021.0145,554.3859,594.7825,617.5438,5.2771,,4273.0452,1021.0145
812,1023.8568,560.5263,593.913,617.5438,5.2781,,4278.3233,1023.8568
813,1030.7868,568.421,595.6521,620.1754,5.2771,,4283.6004,1030.7868
814,1037.7836,577.1929,594.7825,624.5614,5.2732,,4288.8736,1037.7836
815,1040.4291,577.1929,594.7825,628.9473,5.2847,,4294.1583,1040.4291
816,1044.9016,584.2105,593.913,630.7017,5.2846,,4299.4429,1044.9016
817,1059.035,599.1228,595.6521,638.5964,5.276,,4304.7189,1059.035
818,1064.6037,606.1403,595.6521,641.228,5.2684,,4309.9873,1064.6037
819,1078.4291,619.2982,596.5217,650.8771,5.294,,4315.2813,1078.4291
820,1084.7667,629.8245,592.1738,655.2631,5.2737,,4320.555,1084.7667
821,1096.7137,644.7368,591.3043,661.4035,5.2721,,4325.8271,1096.7137
822,1110.0141,655.2631,595.6521,669.2982,5.2869,,4331.114,1110.0141
823,1102.0654,655.2631,588.6956,662.2807,5.2798,,4336.3938,1102.0654
824,1136.259,704.3859,574.7825,681.5789,5.27,,4341.6638,1136.259
825,1117.9583,684.2105,575.6521,671.0526,5.2749,,4346.9387,1117.9583
826,1144.5231,721.9298,570.4347,680.7017,5.2836,,4352.2223,1144.5231
827,1161.7858,739.4736,576.5217,685.9649,5.2884,,4357.5107,1161.7858
828,1165.7839,742.9824,585.2174,681.5789,5.2776,,4362.7883,1165.7839
829,1180.1586,766.6666,583.4782,681.5789,5.2884,,4368.0767,1180.1586
830,1199.5891,790.3508,590.4347,682.4561,5.2874,,4373.3641,1199.5891
831,1214.759,807.8947,595.6521,684.2105,5.2754,,4378.6395,1214.759
832,1225.4221,831.5789,593.913,676.3157,5.276,,4383.9155,1225.4221
833,1242.622,859.6491,595.6521,671.0526,5.2868,,4389.2023,1242.622
834,1255.1541,879.8245,597.3912,666.6666,5.2846,,4394.4869,1255.1541
835,1274.3272,903.5087,602.6087,666.6666,5.2755,,4399.7624,1274.3272
836,1290.5014,928.0701,602.6087,664.035,5.276,,4405.0384,1290.5014
837,1302.1801,947.3684,603.4782,658.7719,5.2782,,4410.3166,1302.1801
838,1316.9532,968.421,607.8261,653.5087,5.276,,4415.5926,1316.9532
839,1323.8519,978.0701,602.6087,657.8947,5.2787,,4420.8713,1323.8519
840,1331.2037,984.2105,607.8261,658.7719,5.2874,,4426.1587,1331.2037
841,1334.1606,987.7192,609.5652,657.8947,5.2878,,4431.4465,1334.1606
842,1339.9074,994.7368,606.9565,661.4035,5.2749,,4436.7214,1339.9074
843,1330.7028,982.4561,609.5652,658.7719,5.2792,,4442.0006,1330.7028
844,1321.6081,971.9298,610.4347,655.2631,5.2891,,4447.2897,1321.6081
845,1319.7315,967.5438,609.5652,658.7719,5.2764,,4452.5661,1319.7315
846,1301.2298,945.614,606.0869,657.0175,5.2777,,4457.8438,1301.2298
847,1296.7301,935.0877,606.0869,663.1578,5.2775,,4463.1213,1296.7301
848,1283.2314,917.5438,606.0869,661.4035,5.2787,,4468.4,1283.2314
849,1268.7664,902.6315,600.8695,658.7719,5.2716,,4473.6716,1268.7664
850,1257.9981,886.8421,601.7391,658.7719,5.2792,,4478.9508,1257.9981
851,1248.2246,875.4385,600,657.0175,5.3037,,4484.2545,1248.2246
852,1238.7028,862.2807,597.3912,658.7719,5.2511,,4489.5056,1238.7028
853,1233.7504,851.7543,597.3912,663.1578,5.2743,,4494.7799,1233.7504
854,1215.3363,832.4561,596.5217,654.3859,5.2852,,4500.0651,1215.3363
855,1203.0083,820.1754,590.4347,652.6315,5.2863,,4505.3514,1203.0083
856,1192.6878,801.7543,594.7825,652.6315,5.2678,,4510.6192,1192.6878
857,1178.2003,784.2105,592.1738,650,5.2777,,4515.8969,1178.2003
858,1170.3267,771.9298,596.5217,646.4912,5.2651,,4521.162,1170.3267
859,1156.3566,760.5263,589.5652,641.228,5.2873,,4526.4493,1156.3566
860,1149.7563,747.3684,588.6956,645.614,5.2743,,4531.7236,1149.7563
861,1137.5035,730.7017,588.6956,642.9824,5.2771,,4537.0007,1137.5035
862,1130.7249,720.1754,589.5652,642.1052,5.2885,,4542.2892,1130.7249
863,1118.215,708.7719,585.2174,636.8421,5.2705,,4547.5597,1118.215
864,1112.0479,700,587.8261,633.3333,5.2744,,4552.8341,1112.0479
865,1102.8564,684.2105,584.3478,637.7192,5.2651,,4558.0992,1102.8564
866,1099.7393,684.2105,586.0869,630.7017,5.2863,,4563.3855,1099.7393
867,1091.7912,672.807,583.4782,631.5789,5.2716,,4568.6571,1091.7912
868,1087.7707,664.035,586.9565,630.7017,5.2759,,4573.933,1087.7707
869,1082.1539,657.8947,583.4782,630.7017,5.2836,,4579.2166,1082.1539
870,1079.2602,650,586.9565,630.7017,5.2852,,4584.5018,1079.2602
871,1072.2087,642.9824,581.7391,630.7017,5.2564,,4589.7582,1072.2087
872,1073.8609,638.5964,589.5652,630.7017,5.276,,4595.0342,1073.8609
873,1073.2153,635.0877,592.1738,630.7017,5.2868,,4600.321,1073.2153
874,1070.4354,630.7017,585.2174,636.8421,5.2684,,4605.5894,1070.4354
875,1068.3804,626.3157,585.2174,637.7192,5.2754,,4610.8648,1068.3804
876,1067.343,621.9298,586.0869,639.4736,5.2831,,4616.1479,1067.343
877,1066.708,620.1754,588.6956,637.7192,5.2814,,4621.4293,1066.708
878,1063.6219,616.6666,588.6956,635.9649,5.2732,,4626.7025,1063.6219
879,1066.2142,618.421,588.6956,638.5964,5.2776,,4631.9801,1066.2142
880,1064.1746,617.5438,587.8261,636.8421,5.2961,,4637.2762,1064.1746
881,1063.1309,614.9122,588.6956,636.8421,5.2748,,4642.551,1063.1309
882,1065.7237,616.6666,588.6956,639.4736,5.275,,4647.826,1065.7237
883,1064.3757,614.9122,585.2174,642.1052,5.2862,,4653.1122,1064.3757
884,1060.6226,609.6491,588.6956,637.7192,5.283,,4658.3952,1060.6226
885,1068.3842,615.7894,588.6956,644.7368,5.2754,,4663.6706,1068.3842
886,1063.2149,611.4035,588.6956,640.3508,5.2748,,4668.9454,1063.2149
887,1071.935,621.9298,588.6956,644.7368,5.283,,4674.2284,1071.935
888,1069.7995,623.6842,588.6956,639.4736,5.289,,4679.5174,1069.7995
889,1077.9287,628.9473,592.1738,644.7368,5.276,,4684.7934,1077.9287
890,1076.0643,634.2105,586.9565,641.228,5.2868,,4690.0802,1076.0643
891,1081.6959,637.7192,588.6956,645.614,5.2811,,4695.3613,1081.6959
892,1090.1993,645.614,594.7825,646.4912,5.2768,,4700.6381,1090.1993
893,1090.0222,650,588.6956,647.3684,5.2732,,4705.9113,1090.0222
894,1093.7026,657.0175,588.6956,646.4912,5.2636,,4711.1749,1093.7026
895,1100.2447,662.2807,593.0434,648.2456,5.2813,,4716.4562,1100.2447
896,1103.1898,671.9298,589.5652,646.4912,5.2684,,4721.7246,1103.1898
897,1108.1677,675.4385,593.913,647.3684,5.2754,,4727,1108.1677
898,1110.5788,681.5789,590.4347,648.2456,5.2862,,4732.2862,1110.5788
899,1118.1942,694.7368,590.4347,647.3684,5.2755,,4737.5617,1118.1942
900,1122.5258,700.8771,590.4347,648.2456,5.2755,,4742.8372,1122.5258
901,1129.033,711.4035,592.1738,646.4912,5.2873,,4748.1245,1129.033
902,1137.6147,722.807,594.7825,646.4912,5.2787,,4753.4032,1137.6147
903,1141.1931,725.4385,596.5217,648.2456,5.2766,,4758.6798,1141.1931
904,1147.9573,735.9649,595.6521,649.1228,5.2738,,4763.9536,1147.9573
905,1150.9061,742.9824,597.3912,644.7368,5.2998,,4769.2534,1150.9061
906,1155.6188,750,593.913,648.2456,5.2792,,4774.5326,1155.6188
907,1159.9337,755.2631,595.6521,648.2456,5.2582,,4779.7908,1159.9337
908,1164.2137,764.9122,597.3912,642.9824,5.2868,,4785.0776,1164.2137
909,1177.5797,780.7017,596.5217,649.1228,5.2862,,4790.3638,1177.5797
910,1176.504,784.2105,597.3912,642.1052,5.2738,,4795.6376,1176.504
911,1185.0157,794.7368,596.5217,645.614,5.2711,,4800.9087,1185.0157
912,1188.7977,799.1228,599.1304,644.7368,5.282,,4806.1907,1188.7977
913,1193.1727,807.0175,599.1304,642.9824,5.2841,,4811.4748,1193.1727
914,1199.7879,817.5438,590.4347,650,5.2673,,4816.7421,1199.7879
915,1186.7708,807.0175,584.3478,644.7368,5.2597,,4822.0018,1186.7708
916,1189.7963,810.5263,590.4347,640.3508,5.2831,,4827.2849,1189.7963
917,1195.6624,815.7894,592.1738,642.9824,5.2775,,4832.5624,1195.6624
918,1192.581,814.035,592.1738,639.4736,5.276,,4837.8384,1192.581
919,1192.2659,808.7719,593.0434,644.7368,5.2798,,4843.1182,1192.2659
920,1190.3222,805.2631,593.913,644.7368,5.283,,4848.4012,1190.3222
921,1185.586,798.2456,593.913,644.7368,5.2776,,4853.6788,1185.586
922,1185.5427,796.4912,590.4347,650,5.2771,,4858.9559,1185.5427
923,1183.337,802.6315,593.913,635.0877,5.2711,,4864.227,1183.337
924,1179.7336,795.614,580.8695,649.1228,5.2841,,4869.5111,1179.7336
925,1157.4654,775.4385,581.7391,632.4561,5.2749,,4874.786,1157.4654
926,1172.5045,784.2105,581.7391,649.1228,5.2874,,4880.0734,1172.5045
927,1163.0507,771.0526,585.2174,644.7368,5.2852,,4885.3586,1163.0507
928,1165.0898,772.807,586.9565,644.7368,5.2673,,4890.6259,1165.0898
929,1179.1248,780.7017,594.7825,653.5087,5.2749,,4895.9008,1179.1248
930,1164.1304,769.2982,588.6956,645.614,5.2846,,4901.1854,1164.1304
931,1165.5015,768.421,588.6956,649.1228,5.2847,,4906.4701,1165.5015
932,1165.592,769.2982,588.6956,648.2456,5.2727,,4911.7428,1165.592
933,1165.7148,766.6666,590.4347,650,5.2737,,4917.0165,1165.7148
934,1163.4486,764.035,591.3043,648.2456,5.2722,,4922.2887,1163.4486
935,1163.0611,760.5263,592.1738,650.8771,5.269,,4927.5577,1163.0611
936,1165.0947,762.2807,593.913,650.8771,5.2705,,4932.8282,1165.0947
937,1160.0833,759.6491,591.3043,647.3684,5.2847,,4938.1129,1160.0833
938,1150.9095,753.5087,586.9565,642.1052,5.2835,,4943.3964,1150.9095
939,1153.6539,750.8771,595.6521,642.1052,5.2755,,4948.6719,1153.6539
940,1153.7764,751.7543,594.7825,642.1052,5.2764,,4953.9483,1153.7764
941,1147.9951,750,589.5652,638.5964,5.2971,,4959.2454,1147.9951
942,1140.979,742.9824,589.5652,634.2105,5.2592,,4964.5046,1140.979
943,1143.304,742.9824,592.1738,635.9649,5.276,,4969.7806,1143.304
944,1139.7281,744.7368,588.6956,630.7017,5.2862,,4975.0668,1139.7281
945,1141.8382,745.614,586.9565,635.0877,5.289,,4980.3558,1141.8382
946,1139.7557,740.3508,589.5652,635.0877,5.2754,,4985.6312,1139.7557
947,1135.6806,736.8421,586.0869,635.0877,5.2711,,4990.9023,1135.6806
948,1131.847,736.8421,584.3478,629.8245,5.2809,,4996.1832,1131.847
949,1133.6109,736.8421,588.6956,628.9473,5.289,,5001.4722,1133.6109
950,1126.8863,728.0701,590.4347,625.4385,5.2776,,5006.7498,1126.8863
951,1127.1367,728.9473,586.0869,628.9473,5.2728,,5012.0226,1127.1367
952,1121.1437,726.3157,583.4782,623.6842,5.2835,,5017.3061,1121.1437
953,1124.1577,723.6842,587.8261,628.0701,5.2732,,5022.5793,1124.1577
954,1118.9182,723.6842,584.3478,621.9298,5.2711,,5027.8504,1118.9182
955,1121.4489,725.4385,586.0869,622.807,5.289,,5033.1394,1121.4489
956,1121.2248,727.1929,583.4782,622.807,5.283,,5038.4224,1121.2248
957,1121.1437,726.3157,583.4782,623.6842,5.2732,,5043.6956,1121.1437
958,1123.9555,730.7017,584.3478,622.807,5.2733,,5048.9689,1123.9555
959,1123.6699,726.3157,581.7391,629.8245,5.2993,,5054.2682,1123.6699
960,1124.2775,728.9473,584.3478,625.4385,5.2786,,5059.5468,1124.2775
961,1127.6674,729.8245,586.9565,628.0701,5.2739,,5064.8207,1127.6674
962,1123.539,730.7017,582.6087,623.6842,5.2862,,5070.1069,1123.539
963,1122.9478,725.4385,585.2174,626.3157,5.289,,5075.3959,1122.9478
964,1126.1232,728.9473,586.9565,626.3157,5.2748,,5080.6707,1126.1232
965,1131.0357,734.2105,586.0869,629.8245,5.2749,,5085.9456,1131.0357
966,1128.7239,730.7017,586.9565,628.9473,5.2781,,5091.2237,1128.7239
967,1128.064,733.3333,585.2174,626.3157,5.2906,,5096.5143,1128.064
968,1127.0999,728.9473,586.9565,628.0701,5.269,,5101.7833,1127.0999
969,1131.2496,736.8421,586.9565,626.3157,5.2814,,5107.0647,1131.2496
970,1129.3033,732.4561,588.6956,626.3157,5.2867,,5112.3514,1129.3033
971,1136.8314,740.3508,589.5652,629.8245,5.2743,,5117.6257,1136.8314
972,1128.5329,734.2105,587.8261,623.6842,5.2771,,5122.9028,1128.5329
973,1132.0136,734.2105,586.0869,631.5789,5.289,,5128.1918,1132.0136
974,1127.5891,728.9473,586.9565,628.9473,5.2771,,5133.4689,1127.5891
975,1129.4901,733.3333,586.0869,628.0701,5.2792,,5138.7481,1129.4901
976,1130.1428,735.0877,586.0869,627.1929,5.2656,,5144.0137,1130.1428
977,1123.7088,732.4561,582.6087,621.9298,5.276,,5149.2897,1123.7088
978,1127.689,733.3333,582.6087,628.0701,5.2781,,5154.5678,1127.689
979,1128.0465,737.7192,584.3478,621.9298,5.2716,,5159.8394,1128.0465
980,1129.8521,737.7192,587.8261,621.9298,5.2836,,5165.123,1129.8521
981,1184.9222,881.5789,567.8261,551.7543,5.2929,,5170.4159,1184.9222
982,1185.3696,855.2631,579.1304,581.5789,5.2786,,5175.6945,1185.3696
983,1070.9486,728.9473,521.7391,585.9649,5.2716,,5180.9661,1070.9486
984,1086.4503,717.5438,546.9565,605.2631,5.3021,,5186.2682,1086.4503
985,1115.3818,732.4561,563.4782,624.5614,5.2753,,5191.5435,1115.3818
986,1137.8156,751.7543,573.0434,633.3333,5.2754,,5196.8189,1137.8156
987,1130.5266,741.228,580,626.3157,5.2831,,5202.102,1130.5266
988,1138.4875,759.6491,577.3912,621.0526,5.2677,,5207.3697,1138.4875
989,1148.4602,762.2807,586.9565,627.1929,5.2706,,5212.6403,1148.4602
990,1124.4078,730.7017,585.2174,622.807,5.2749,,5217.9152,1124.4078
991,1144.6964,758.7719,586.9565,624.5614,5.2868,,5223.202,1144.6964
992,1137.6293,746.4912,585.2174,628.0701,5.2896,,5228.4916,1137.6293
993,1133.9726,739.4736,586.0869,628.9473,5.27,,5233.7616,1133.9726
994,1131.6574,743.8596,582.6087,622.807,5.2733,,5239.0349,1131.6574
995,1132.2723,737.7192,587.8261,626.3157,5.2901,,5244.325,1132.2723
996,1130.8188,737.7192,587.8261,623.6842,5.2755,,5249.6005,1130.8188
997,1127.4547,735.9649,582.6087,624.5614,5.2781,,5254.8786,1127.4547
998,1128.4274,735.9649,582.6087,626.3157,5.2895,,5260.1681,1128.4274
999,1127.6971,734.2105,584.3478,625.4385,5.2879,,5265.456,1127.6971
1000,1129.2006,742.1052,579.1304,623.6842,5.2738,,5270.7298,1129.2006
1001,1125.0808,730.7017,580.8695,628.0701,5.3596,,5276.0894,1125.0808
1002,1124.7639,728.0701,582.6087,628.9473,5.3703,,5281.4597,1124.7639
1003,1122.9835,734.2105,580.8695,620.1754,5.3623,,5286.822,1122.9835
1004,1120.5223,728.9473,580.8695,621.9298,5.3758,,5292.1978,1120.5223
1005,1125.1159,728.9473,587.8261,623.6842,5.3796,,5297.5774,1125.1159
1006,1128.5874,732.4561,582.6087,630.7017,5.366,,5302.9434,1128.5874
1007,1124.7645,725.4385,588.6956,626.3157,5.3779,,5308.3213,1124.7645
1008,1095.0454,680.7017,586.0869,626.3157,5.3655,,5313.6868,1095.0454
1009,1114.9201,725.4385,568.6956,627.1929,5.3552,,5319.042,1114.9201
1010,1141.1046,765.7894,568.6956,626.3157,5.3758,,5324.4178,1141.1046
1011,1096.7824,692.1052,565.2174,635.9649,5.3622,,5329.78,1096.7824
1012,1120.077,727.1929,567.8261,635.0877,5.3742,,5335.1542,1120.077
1013,1135.2247,746.4912,574.7825,633.3333,5.3693,,5340.5235,1135.2247
1014,1125.7313,726.3157,580,635.0877,5.3644,,5345.8879,1125.7313
1015,1133.2437,737.7192,587.8261,628.0701,5.3661,,5351.254,1133.2437
1016,1132.0938,735.0877,586.0869,630.7017,5.3611,,5356.6151,1132.0938
1017,1134.2596,741.228,583.4782,629.8245,5.3541,,5361.9692,1134.2596
1018,1137.7966,747.3684,583.4782,628.9473,5.3758,,5367.345,1137.7966
1019,1121.7012,730.7017,580,622.807,5.3666,,5372.7116,1121.7012
1020,1125.5949,740.3508,580,618.421,5.3498,,5378.0614,1125.5949
1021,1125.2141,735.9649,578.2608,624.5614,5.3584,,5383.4198,1125.2141
1022,1125.8549,742.9824,580.8695,614.9122,5.3634,,5388.7832,1125.8549
1023,1124.9244,738.5964,580,619.2982,5.3811,,5394.1643,1124.9244
1024,1127.7169,739.4736,585.2174,618.421,5.359,,5399.5233,1127.7169
1025,1139.2952,752.6315,584.3478,624.5614,5.366,,5404.8893,1139.2952
1026,1133.1456,743.8596,581.7391,626.3157,5.3799,,5410.2692,1133.1456
1027,1142.6567,753.5087,586.9565,627.1929,5.3637,,5415.6329,1142.6567
1028,1143.1973,742.9824,594.7825,633.3333,5.365,,5420.9979,1143.1973
1029,1133.2103,732.4561,588.6956,633.3333,5.3763,,5426.3742,1133.2103
1030,1140.1148,735.9649,594.7825,635.9649,5.3628,,5431.737,1140.1148
1031,1134.8052,728.9473,590.4347,638.5964,5.3666,,5437.1036,1134.8052
1032,1131.1489,728.0701,593.913,629.8245,5.3785,,5442.4821,1131.1489
1033,1131.6707,728.0701,593.0434,631.5789,5.3623,,5447.8444,1131.6707
1034,1131.2463,722.807,593.0434,636.8421,5.3688,,5453.2132,1131.2463
1035,1127.7325,721.0526,591.3043,634.2105,5.3719,,5458.5851,1127.7325
1036,1122.6934,714.9122,594.7825,628.9473,5.358,,5463.9431,1122.6934
1037,1131.9638,729.8245,589.5652,633.3333,5.379,,5469.3221,1131.9638
1038,1132.9952,735.0877,587.8261,630.7017,5.3671,,5474.6892,1132.9952
