








Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
169,566.6666,626.9565,584.2105,841.1762,1027.3692
170,569.2982,629.5652,582.4561,846.2173,1029.4211
171,570.1754,625.2174,578.0701,851.2546,1024.7740
172,565.7894,626.9565,574.5614,856.2881,1021.4269
173,566.6666,625.2174,581.5789,861.3439,1024.8131
174,557.8947,623.4782,580.7017,866.3740,1018.4234
175,555.2631,627.8261,576.3157,871.4053,1017.1640
176,544.7368,625.2174,574.5614,876.4323,1008.8388
177,544.7368,627.8261,574.5614,881.4648,1010.4576
178,540.3508,628.6956,575.4385,886.4982,1009.1416
179,532.4561,626.0869,569.2982,891.5253,999.7974
180,526.3157,625.2174,571.0526,896.4617,996.9985
181,520.1754,627.8261,568.4210,901.3975,993.9067
182,513.1578,628.6956,568.4210,906.3497,990.8035
183,510.5263,628.6956,568.4210,911.2876,989.4432
184,500.8771,633.0434,566.6666,916.2387,986.2723
185,499.1228,628.6956,569.2982,921.1861,984.1149
186,500.0000,633.0434,569.2982,926.1315,987.3421
187,495.6140,631.3043,569.2982,931.0559,984.0116
188,500.8771,628.6956,576.3157,935.9973,989.0784
189,504.3859,633.0434,573.6842,940.9461,992.1001
190,507.8947,629.5652,578.0701,945.8927,994.2205
191,507.8947,630.4347,581.5789,950.8421,996.8144
192,514.0350,627.8261,588.5964,955.7997,1002.4188
193,520.1754,628.6956,586.8421,960.8261,1005.0991
194,526.3157,621.7391,591.2280,965.8526,1006.5379
195,529.8245,626.9565,592.1052,970.8953,1012.1152
196,530.7017,626.0869,593.8596,975.9364,1013.0639
197,537.7192,625.2174,600.0000,980.9703,1019.8229
198,542.9824,623.4782,602.6315,985.9942,1023.0933
199,541.2280,623.4782,607.0175,991.0341,1024.7552
200,546.4912,620.8695,604.3859,996.0650,1024.4091
201,550.0000,624.3478,604.3859,1001.1028,1028.3931
202,550.0000,620.8695,606.1403,1006.2085,1027.3194
203,550.8771,618.2608,607.8947,1011.3278,1027.2526
204,555.2631,620.0000,606.1403,1016.4448,1029.6229
205,555.2631,619.1304,609.6491,1021.5412,1031.1700
