beacon_timestamp,local_timestamp,load_cell_reading
868864331,27681,3.508772
868966738,27784,1.754386
869069130,27892,2.631579
869171539,27988,2.631579
869274965,28092,3.508772
869376340,28202,3.508772
869478730,28296,1.754386
869581139,28398,1.754386
869685075,28512,1.754386
869786343,28603,0.000000
869888331,28706,1.754386
869990741,28822,5.263158
870093130,28912,2.631579
876851593,35669,3.508772
876953941,35772,2.631579
876970450,35788,4.385965
876983476,35802,0.000000
877056331,35874,1.754386
877158739,35977,4.385965
877261131,36092,1.754386
877363539,36182,0.877193
877467614,36285,0.877193
877568340,36402,0.877193
877670731,36492,2.631579
877773139,36591,2.631579
877875530,36693,3.508772
877977938,36802,2.631579
878080331,36898,2.631579
878182739,37000,2.631579
878285131,37112,4.385965
878387539,37205,0.877193
878489933,37308,1.754386
878592339,37422,2.631579
878694732,37512,0.000000
878797138,37615,2.631579
878899531,37732,4.385965
879001938,37822,0.000000
879106355,37924,1.754386
879206740,38025,5.263158
879309130,38132,0.877193
879411539,38229,2.631579
879513931,38332,2.631579
879616339,38442,4.385965
879718731,38536,1.754386
879821139,38639,0.877193
879923531,38752,1.754386
880025938,38844,0.000000
879309130,38132,0.877193
879411539,38229,2.631579
879513931,38332,2.631579
879616339,38442,4.385965
879718731,38536,1.754386
879821139,38639,0.877193
879923531,38752,1.754386
880025938,38844,0.000000
886784338,45613,0.877193
886886730,45705,0.877193
886989140,45808,3.508772
887091530,45923,0.877193
887193938,46013,0.877193
887297335,46116,0.000000
887398740,46233,0.000000
887501131,46320,1.754386
887603859,46423,5.263158
887707348,46533,2.631579
887808339,46627,0.877193
887910730,46729,1.754386
888013139,46843,0.877193
888115530,46934,0.877193
888177665,46997,2.631579
888212870,47033,1.754386
888215433,47040,1.754386
888218033,47047,4.385965
888220192,47054,0.000000
888222760,47061,0.000000
888320403,47143,2.631579
888423136,47242,1.754386
888526746,47345,2.631579
888628679,47453,1.754386
888731956,47551,4.385965
888832933,47652,0.000000
888934731,47763,2.631579
888955089,47774,0.000000
888970670,47790,2.631579
889037138,47863,1.754386
889139530,47958,3.508772
889241940,48061,2.631579
889285807,48105,1.754386
889291457,48112,0.877193
889344331,48163,0.877193
889446738,48273,1.754386
889549130,48368,1.754386
889651539,48470,0.877193
889753931,48583,0.000000
889856338,48675,2.631579
889958731,48793,0.877193
890061138,48883,5.263158
888934731,47763,2.631579
888955089,47774,0.000000
888970670,47790,2.631579
889037138,47863,1.754386
889139530,47958,3.508772
889241940,48061,2.631579
889285807,48105,1.754386
889291457,48112,0.877193
889344331,48163,0.877193
889446738,48273,1.754386
889549130,48368,1.754386
889651539,48470,0.877193
889753931,48583,0.000000
889856338,48675,2.631579
889958731,48793,0.877193
890061138,48883,5.263158
896921931,55741,3.508772
897024339,55844,0.877193
897126733,55953,0.000000
897229141,56048,0.000000
897331530,56163,1.754386
897433939,56253,0.877193
897536331,56356,2.631579
897638738,56473,2.631579
897741130,56563,2.631579
897843538,56663,3.508772
897945931,56765,3.508772
898048341,56873,1.754386
898150730,56970,1.754386
898253138,57073,1.754386
898355532,57183,2.631579
898457938,57277,0.877193
898560331,57380,1.754386
898662738,57493,0.000000
898765131,57585,0.877193
898867541,57687,0.877193
898969931,57793,2.631579
899072339,57892,2.631579
899174731,57994,3.508772
899277138,58103,3.508772
899379532,58199,2.631579
899481938,58301,0.877193
899585311,58413,5.263158
899688577,58508,0.877193
899790150,58610,5.263158
899878085,58698,0.000000
899891540,58711,0.877193
899901977,58733,0.877193
899993930,58823,0.877193
900096339,58916,6.140351
898765131,57585,0.877193
898867541,57687,0.877193
898969931,57793,2.631579
899072339,57892,2.631579
899174731,57994,3.508772
899277138,58103,3.508772
899379532,58199,2.631579
899481938,58301,0.877193
899585311,58413,5.263158
899688577,58508,0.877193
899790150,58610,5.263158
899878085,58698,0.000000
899891540,58711,0.877193
899901977,58733,0.877193
899993930,58823,0.877193
900096339,58916,6.140351
906854740,65675,0.877193
906957132,65783,3.508772
907059539,65880,0.877193
907161930,65982,1.754386
907264339,66093,5.263158
907366730,66187,1.754386
907469139,66289,3.508772
907571870,66403,1.754386
907676611,66497,3.508772
907777351,66598,4.385965
907879532,66713,0.000000
907981176,66803,1.754386
908084255,66905,5.263158
908185932,67006,2.631579
908288338,67113,0.877193
908390731,67211,3.508772
908493139,67313,2.631579
908595532,67423,2.631579
908697939,67519,2.631579
908800331,67621,1.754386
908902740,67733,3.508772
909005130,67826,4.385965
909107538,67928,1.754386
909209930,68043,2.631579
909312339,68133,0.877193
909414730,68235,2.631579
909517139,68353,0.000000
909553238,68374,1.754386
909580285,68403,3.508772
909619531,68453,5.263158
909721938,68543,1.754386
909824330,68645,0.877193
909926738,68763,4.385965
910029132,68853,1.754386
908800331,67621,1.754386
908902740,67733,3.508772
909005130,67826,4.385965
909107538,67928,1.754386
909209930,68043,2.631579
909312339,68133,0.877193
909414730,68235,2.631579
909517139,68353,0.000000
909553238,68374,1.754386
909580285,68403,3.508772
909619531,68453,5.263158
909721938,68543,1.754386
909824330,68645,0.877193
909926738,68763,4.385965
910029132,68853,1.754386
916787533,75608,0.877193
916889938,75713,1.754386
916992331,75814,1.754386
917094739,75923,2.631579
917197130,76018,2.631579
917299538,76133,2.631579
917401931,76223,0.000000
917504339,76326,1.754386
917606730,76433,0.877193
917709140,76530,2.631579
917811531,76633,1.754386
917913939,76743,0.877193
918016333,76838,0.000000
918118739,76953,2.631579
918221130,77043,0.877193
918323539,77145,1.754386
918357404,77183,5.263158
918360247,77191,6.140351
918425931,77247,3.508772
918528340,77363,0.000000
918630731,77453,1.754386
918733138,77554,1.754386
918835531,77657,3.508772
918937978,77763,3.508772
919040331,77861,1.754386
919142738,77964,2.631579
919245130,78073,2.631579
919347538,78169,1.754386
919449930,78271,1.754386
919552341,78383,3.508772
919656908,78478,3.508772
919757443,78579,0.877193
919859731,78693,1.754386
919961938,78783,2.631579
920064330,78886,0.877193
918360247,77191,6.140351
918425931,77247,3.508772
918528340,77363,0.000000
918630731,77453,1.754386
918733138,77554,1.754386
918835531,77657,3.508772
918937978,77763,3.508772
919040331,77861,1.754386
919142738,77964,2.631579
919245130,78073,2.631579
919347538,78169,1.754386
919449930,78271,1.754386
919552341,78383,3.508772
919656908,78478,3.508772
919757443,78579,0.877193
919859731,78693,1.754386
919961938,78783,2.631579
920064330,78886,0.877193
926925139,85747,2.631579
927029554,85851,2.631579
927130166,85964,3.508772
927232330,86054,1.754386
927334738,86157,3.508772
927437130,86274,0.877193
927539539,86364,4.385965
927641931,86464,2.631579
927744339,86566,3.508772
927846730,86674,2.631579
927949138,86771,0.877193
928051531,86874,1.754386
928153940,86984,4.385965
928256331,87079,1.754386
928358739,87181,0.877193
928461132,87294,0.000000
928563539,87386,0.000000
928665930,87504,2.631579
928768339,87594,2.631579
928870730,87693,2.631579
928973138,87795,1.754386
929075531,87904,3.508772
929177938,88000,2.631579
929280331,88102,2.631579
929382738,88214,2.631579
929485131,88307,1.754386
929587541,88409,1.754386
929689932,88524,0.877193
929792338,88614,0.877193
929894732,88717,2.631579
929997139,88834,1.754386
930099531,88924,0.877193
928256331,87079,1.754386
928358739,87181,0.877193
928461132,87294,0.000000
928563539,87386,0.000000
928665930,87504,2.631579
928768339,87594,2.631579
928870730,87693,2.631579
928973138,87795,1.754386
929075531,87904,3.508772
929177938,88000,2.631579
929280331,88102,2.631579
929382738,88214,2.631579
929485131,88307,1.754386
929587541,88409,1.754386
929689932,88524,0.877193
929792338,88614,0.877193
929894732,88717,2.631579
929997139,88834,1.754386
930099531,88924,0.877193
936857929,95681,0.877193
936960339,95783,1.754386
937062731,95894,1.754386
937165138,95988,1.754386
937267533,96090,3.508772
937369939,96204,0.877193
937472330,96295,2.631579
937574738,96398,1.754386
937677131,96514,0.000000
937779539,96602,4.385965
937881931,96705,2.631579
937984339,96814,2.631579
938086730,96910,2.631579
938189139,97012,5.263158
938291531,97124,3.508772
938393939,97217,0.877193
938598738,97424,3.508772
938701182,97524,0.877193
938804762,97644,3.508772
938905933,97734,4.385965
939009765,97833,1.754386
939110730,97934,5.263158
939214331,98044,6.140351
939315531,98138,2.631579
939417941,98241,3.508772
939520331,98354,2.631579
939622739,98446,2.631579
939725131,98548,4.385965
939827539,98664,2.631579
939929932,98754,1.754386
940006105,98844,0.000000
939009765,97833,1.754386
939110730,97934,5.263158
939214331,98044,6.140351
939315531,98138,2.631579
939417941,98241,3.508772
939520331,98354,2.631579
939622739,98446,2.631579
939725131,98548,4.385965
939827539,98664,2.631579
939929932,98754,1.754386
940006105,98844,0.000000
946790843,105614,5.263158
946895337,105724,1.754386
946995692,105819,0.877193
947099653,105923,2.631579
947200339,106034,1.754386
947211618,106041,2.631579
947214193,106049,0.000000
947217037,106056,1.754386
947219588,106063,1.754386
947222147,106070,0.877193
947224716,106077,3.508772
947304290,106128,0.877193
947405642,106234,1.754386
947507645,106331,3.508772
947609938,106434,1.754386
947712331,106544,1.754386
947814739,106639,2.631579
947918971,106743,3.508772
948019539,106854,0.000000
948121931,106946,1.754386
948224360,107048,0.877193
948326731,107164,3.508772
948429139,107254,5.263158
948531531,107355,0.000000
948633941,107458,4.385965
948736331,107564,3.508772
948838741,107662,0.877193
948941133,107765,2.631579
949043541,107874,0.877193
949145931,107970,2.631579
949248339,108074,0.877193
949350730,108174,1.754386
949453139,108277,0.000000
949555544,108384,4.385965
949657939,108482,0.000000
949760330,108584,4.385965
949862738,108694,1.754386
949965131,108789,3.508772
950067540,108891,1.754386
948941133,107765,2.631579
949043541,107874,0.877193
949145931,107970,2.631579
949248339,108074,0.877193
949350730,108174,1.754386
949453139,108277,0.000000
949555544,108384,4.385965
949657939,108482,0.000000
949760330,108584,4.385965
949862738,108694,1.754386
949965131,108789,3.508772
950067540,108891,1.754386
956826305,115651,2.631579
956928331,115754,0.877193
957030739,115855,2.631579
957133130,115958,1.754386
957235539,116064,2.631579
957337932,116163,4.385965
957440338,116265,5.263158
957542731,116374,0.000000
957645138,116470,3.508772
957747530,116584,1.754386
957849938,116674,3.508772
957952332,116777,3.508772
958054739,116894,1.754386
958157131,116984,1.754386
958259554,117084,3.508772
958361931,117186,3.508772
958464340,117294,1.754386
958566731,117391,2.631579
958669138,117493,1.754386
958771531,117604,2.631579
958874360,117700,0.877193
958977836,117802,3.508772
959079112,117914,3.508772
959182124,118007,2.631579
959284698,118109,5.263158
959385931,118224,0.000000
959488339,118314,1.754386
959589971,118415,2.631579
959592565,118422,1.754386
959595028,118429,1.754386
959597608,118437,11.403509
959600195,118444,3.508772
959693138,118518,1.754386
959795531,118620,3.508772
959897941,118725,4.385965
959953949,118779,4.385965
959972901,118798,1.754386
960000331,118825,4.385965
959488339,118314,1.754386
959589971,118415,2.631579
959592565,118422,1.754386
959595028,118429,1.754386
959597608,118437,11.403509
959600195,118444,3.508772
959693138,118518,1.754386
959795531,118620,3.508772
959897941,118725,4.385965
959953949,118779,4.385965
959972901,118798,1.754386
960000331,118825,4.385965
966760022,125585,4.385965
966863184,125695,2.631579
966965196,125790,2.631579
967066641,125892,2.631579
967168793,126005,1.754386
967270738,126096,0.000000
967373131,126198,1.754386
967478605,126315,2.631579
967577930,126405,1.754386
967680339,126506,0.000000
967782731,126608,3.508772
967885138,126715,3.508772
967987531,126813,1.754386
968089939,126915,1.754386
968192330,127025,3.508772
968294739,127120,2.631579
968499538,127325,0.000000
968601931,127427,3.508772
968705244,127545,1.754386
968806732,127635,4.385965
968909139,127734,3.508772
969011531,127837,1.754386
969059165,127885,0.000000
969061754,127892,1.754386
969067405,127899,0.000000
969069956,127906,1.754386
969072515,127914,1.754386
969075084,127921,1.754386
969113939,127939,0.000000
969216330,128055,2.631579
969318741,128145,3.508772
969421130,128247,1.754386
969523539,128365,3.508772
969625931,128455,2.631579
969728339,128554,2.631579
969830731,128656,3.508772
969933139,128765,0.877193
970035531,128861,1.754386
969011531,127837,1.754386
969059165,127885,0.000000
969061754,127892,1.754386
969067405,127899,0.000000
969069956,127906,1.754386
969072515,127914,1.754386
969075084,127921,1.754386
969113939,127939,0.000000
969216330,128055,2.631579
969318741,128145,3.508772
969421130,128247,1.754386
969523539,128365,3.508772
969625931,128455,2.631579
969728339,128554,2.631579
969830731,128656,3.508772
969933139,128765,0.877193
970035531,128861,1.754386
976793930,135620,2.631579
976903501,135735,2.631579
976998730,135825,0.000000
977101141,135927,0.877193
977203531,136035,2.631579
977305939,136132,1.754386
977408330,136234,0.877193
977510738,136345,0.000000
977613130,136439,0.877193
977715538,136555,0.000000
977817932,136645,0.877193
977920339,136746,0.877193
978022733,136865,1.754386
978125139,136955,0.000000
978227531,137054,3.508772
978329938,137165,2.631579
978432330,137259,2.631579
978534739,137361,0.000000
978637132,137475,0.877193
978748529,137575,3.508772
978841931,137668,3.508772
978944338,137785,0.877193
979046731,137875,1.754386
979149139,137976,4.385965
979251530,138078,2.631579
979353939,138185,2.631579
979456331,138283,1.754386
979558738,138385,0.877193
979662469,138495,1.754386
979767572,138594,2.631579
979866500,138693,2.631579
979968437,138805,1.754386
980070780,138897,1.754386
978329938,137165,2.631579
978432330,137259,2.631579
978534739,137361,0.000000
978637132,137475,0.877193
978748529,137575,3.508772
978841931,137668,3.508772
978944338,137785,0.877193
979046731,137875,1.754386
979149139,137976,4.385965
979251530,138078,2.631579
979353939,138185,2.631579
979456331,138283,1.754386
979558738,138385,0.877193
979662469,138495,1.754386
979767572,138594,2.631579
979866500,138693,2.631579
979968437,138805,1.754386
980070780,138897,1.754386
986829132,145656,3.508772
986931539,145765,0.000000
987033930,145861,3.508772
987137409,145975,4.385965
987239777,146067,0.877193
987341138,146168,4.385965
987443531,146285,1.754386
987545938,146375,2.631579
987649620,146477,5.263158
987752043,146595,1.754386
987853130,146685,0.000000
987955538,146782,4.385965
988057931,146885,2.631579
988160339,146995,2.631579
988262731,147090,1.754386
988365139,147192,0.877193
988467531,147305,2.631579
988569938,147397,2.631579
988672333,147499,2.631579
988774738,147615,2.631579
988877132,147705,3.508772
988979540,147807,0.877193
989081930,147925,0.000000
989184338,148015,0.877193
989287066,148114,1.754386
989389139,148216,2.631579
989491531,148325,3.508772
989593940,148422,5.263158
989696331,148523,3.508772
989798740,148635,3.508772
989901131,148728,1.754386
990003538,148831,1.754386
988672333,147499,2.631579
988774738,147615,2.631579
988877132,147705,3.508772
988979540,147807,0.877193
989081930,147925,0.000000
989184338,148015,0.877193
989287066,148114,1.754386
989389139,148216,2.631579
989491531,148325,3.508772
989593940,148422,5.263158
989696331,148523,3.508772
989798740,148635,3.508772
989901131,148728,1.754386
990003538,148831,1.754386
996761939,155590,1.754386
996864331,155705,2.631579
996966738,155795,2.631579
997069130,155897,2.631579
997171539,156016,1.754386
997273933,156106,2.631579
997376340,156204,3.508772
997478731,156306,1.754386
997581138,156416,1.754386
997683530,156511,6.140351
997785939,156614,0.000000
997888331,156726,3.508772
997990739,156819,0.877193
998093131,156921,1.754386
998195604,157036,3.508772
998297930,157126,2.631579
998400346,157228,0.877193
998502780,157346,1.754386
998512656,157353,2.631579
998515217,157360,3.508772
998520877,157367,3.508772
998606151,157434,2.631579
998707531,157546,1.754386
998809939,157638,2.631579
998912332,157740,3.508772
999014739,157856,2.631579
999117131,157946,4.385965
999219539,158048,0.000000
999321931,158166,1.754386
999424340,158256,3.508772
999526733,158355,1.754386
999629138,158457,4.385965
999733312,158566,3.508772
999833962,158662,4.385965
999936330,158764,5.263158
1000038738,158876,1.754386
998707531,157546,1.754386
998809939,157638,2.631579
998912332,157740,3.508772
999014739,157856,2.631579
999117131,157946,4.385965
999219539,158048,0.000000
999321931,158166,1.754386
999424340,158256,3.508772
999526733,158355,1.754386
999629138,158457,4.385965
999733312,158566,3.508772
999833962,158662,4.385965
999936330,158764,5.263158
1000038738,158876,1.754386
1006899531,165728,3.508772
1007001941,165846,4.385965
1007104331,165936,0.000000
1007207099,166036,3.508772
1007309130,166146,3.508772
1007411538,166240,1.754386
1007513954,166343,1.754386
1007616562,166456,2.631579
1007719368,166548,6.140351
1007821138,166650,0.877193
1007923784,166766,3.508772
1008026765,166856,3.508772
1008128330,166957,4.385965
1008230739,167076,1.754386
1008333130,167166,3.508772
1008435558,167264,1.754386
1008537931,167367,1.754386
1008640338,167476,2.631579
1008742730,167571,0.000000
1008845138,167674,3.508772
1008947531,167786,4.385965
1009049939,167879,3.508772
1009152331,167981,0.000000
1009257720,168096,5.263158
1009358901,168188,1.754386
1009459539,168288,3.508772
1009561932,168391,1.754386
1009664338,168496,3.508772
1009750374,168586,3.508772
1009752935,168593,1.754386
1009755486,168600,4.385965
1009758047,168608,0.877193
1009766731,168615,1.754386
1009869140,168698,2.631579
1009971531,168800,2.631579
1010073939,168916,4.385965
1008742730,167571,0.000000
1008845138,167674,3.508772
1008947531,167786,4.385965
1009049939,167879,3.508772
1009152331,167981,0.000000
1009257720,168096,5.263158
1009358901,168188,1.754386
1009459539,168288,3.508772
1009561932,168391,1.754386
1009664338,168496,3.508772
1009750374,168586,3.508772
1009752935,168593,1.754386
1009755486,168600,4.385965
1009758047,168608,0.877193
1009766731,168615,1.754386
1009869140,168698,2.631579
1009971531,168800,2.631579
1010073939,168916,4.385965
1016832339,175662,2.631579
1016934730,175776,3.508772
1017037139,175867,1.754386
1017139531,175969,4.385965
1017241939,176071,2.631579
1017344331,176176,2.631579
1017446738,176276,1.754386
1017549132,176379,0.000000
1017659807,176489,1.754386
1017753932,176583,2.631579
1017856339,176686,1.754386
1017958732,176796,2.631579
1018061140,176891,2.631579
1018163530,176993,4.385965
1018268008,177106,1.754386
1018368331,177198,4.385965
1018470741,177300,2.631579
1018576877,177416,1.754386
1018675538,177506,2.631579
1018782952,177613,1.754386
1018880340,177726,3.508772
1018982731,177816,2.631579
1019085138,177915,4.385965
1019187531,178017,1.754386
1019289939,178126,1.754386
1019392333,178222,0.877193
1019494739,178324,1.754386
1019597130,178436,2.631579
1019699538,178529,0.877193
1019802716,178632,2.631579
1019905358,178746,2.631579
1020009212,178839,2.631579
1018982731,177816,2.631579
1019085138,177915,4.385965
1019187531,178017,1.754386
1019289939,178126,1.754386
1019392333,178222,0.877193
1019494739,178324,1.754386
1019597130,178436,2.631579
1019699538,178529,0.877193
1019802716,178632,2.631579
1019905358,178746,2.631579
1020009212,178839,2.631579
1026765130,185595,4.385965
1026867539,185706,4.385965
1026969934,185800,2.631579
1027072342,185903,0.877193
1027174734,186016,0.000000
1027277139,186108,3.508772
1027379533,186210,2.631579
1027466707,186298,2.631579
1027472432,186305,2.631579
1027481938,186312,0.000000
1027584333,186426,10.526316
1027686738,186517,2.631579
1027789336,186620,6.140351
1027891595,186736,0.877193
1027994109,186826,4.385965
1028096340,186927,2.631579
1028198734,187029,3.508772
1028301142,187136,4.385965
1028403597,187234,0.000000
1028506439,187337,2.631579
1028608398,187446,1.754386
1028711549,187542,3.508772
1028813677,187644,0.000000
1028915571,187756,1.754386
1029017934,187848,4.385965
1029120339,187951,3.508772
1029222731,188066,1.754386
1029325138,188156,2.631579
1029427536,188258,3.508772
1029529941,188376,2.631579
1029585854,188426,1.754386
1029588441,188434,0.877193
1029591039,188441,2.631579
1029593600,188448,6.140351
1029632331,188463,3.508772
1029734738,188576,1.754386
1029837134,188668,3.508772
1029939543,188770,2.631579
1030041931,188886,0.000000
1028506439,187337,2.631579
1028608398,187446,1.754386
1028711549,187542,3.508772
1028813677,187644,0.000000
1028915571,187756,1.754386
1029017934,187848,4.385965
1029120339,187951,3.508772
1029222731,188066,1.754386
1029325138,188156,2.631579
1029427536,188258,3.508772
1029529941,188376,2.631579
1029585854,188426,1.754386
1029588441,188434,0.877193
1029591039,188441,2.631579
1029593600,188448,6.140351
1029632331,188463,3.508772
1029734738,188576,1.754386
1029837134,188668,3.508772
1029939543,188770,2.631579
1030041931,188886,0.000000
1036902788,195746,3.508772
1037005131,195836,1.754386
1037107539,195939,0.877193
1037209932,196056,2.631579
1037314648,196146,2.631579
1037414928,196246,1.754386
1037519115,196366,5.263158
1037621098,196456,4.385965
1037722201,196553,0.877193
1037825892,196657,2.631579
1037926839,196766,5.263158
1038029131,196860,0.877193
1038131538,196963,5.263158
1038233933,197076,1.754386
1038336340,197167,1.754386
1038438731,197270,3.508772
1038541139,197386,5.263158
1038643533,197476,2.631579
1038759982,197591,1.754386
1038848330,197679,1.754386
1038950738,197786,3.508772
1039053133,197884,0.000000
1039155539,197987,3.508772
1039257932,198096,4.385965
1039360339,198192,0.000000
1039565389,198397,0.877193
1039667532,198499,0.000000
1039769939,198616,3.508772
1039872332,198706,0.877193
1040002746,198836,1.754386
1038131538,196963,5.263158
1038233933,197076,1.754386
1038336340,197167,1.754386
1038438731,197270,3.508772
1038541139,197386,5.263158
1038643533,197476,2.631579
1038759982,197591,1.754386
1038848330,197679,1.754386
1038950738,197786,3.508772
1039053133,197884,0.000000
1039155539,197987,3.508772
1039257932,198096,4.385965
1039360339,198192,0.000000
1039565389,198397,0.877193
1039667532,198499,0.000000
1039769939,198616,3.508772
1039872332,198706,0.877193
1040002746,198836,1.754386
1046835532,205667,1.754386
1046937939,205776,3.508772
1047040331,205872,0.877193
1047142738,205975,4.385965
1047245131,206086,0.000000
1047347540,206180,3.508772
1047449931,206296,3.508772
1047552339,206386,2.631579
1047654732,206487,0.877193
1047757138,206589,5.263158
1047859531,206696,4.385965
1047961940,206794,3.508772
1048064331,206896,1.754386
1048166739,207006,3.508772
1048269131,207101,3.508772
1048371540,207204,5.263158
1048473933,207316,3.508772
1048576338,207409,0.000000
1048679927,207512,2.631579
1048781138,207627,3.508772
1048985938,207818,4.385965
1049088333,207927,4.385965
1049190762,208023,2.631579
1049218992,208067,2.631579
1049225615,208074,0.000000
1049294100,208126,0.877193
1049397436,208230,2.631579
1049497932,208337,3.508772
1049702731,208547,6.140351
1049805138,208637,3.508772
1049907530,208741,4.385965
1050009938,208857,5.263158
1049088333,207927,4.385965
1049190762,208023,2.631579
1049218992,208067,2.631579
1049225615,208074,0.000000
1049294100,208126,0.877193
1049397436,208230,2.631579
1049497932,208337,3.508772
1049702731,208547,6.140351
1049805138,208637,3.508772
1049907530,208741,4.385965
1050009938,208857,5.263158
1056768341,215601,3.508772
1056870731,215717,0.000000
1056973139,215806,3.508772
1057075531,215908,0.877193
1057177938,216017,2.631579
1057281844,216115,3.508772
1057382836,216216,0.000000
1057450464,216287,1.754386
1057468724,216302,3.508772
1057497771,216337,3.508772
1057588187,216427,4.385965
1057690559,216523,5.263158
1057792810,216626,2.631579
1057894731,216737,0.877193
1057999112,216832,2.631579
1058100965,216934,2.631579
1058201938,217047,2.631579
1058304526,217137,19.298246
1058406738,217240,0.000000
1058509132,217357,1.754386
1058611539,217447,2.631579
1058713931,217547,0.000000
1058816338,217649,1.754386
1058918730,217757,1.754386
1059021139,217854,3.508772
1059123531,217957,2.631579
1059225938,218067,2.631579
1059328330,218161,5.263158
1059430738,218264,1.754386
1059533323,218377,1.754386
1059600499,218434,2.631579
1059603086,218441,3.508772
1059605638,218449,1.754386
1059608218,218456,0.877193
1059636085,218469,0.000000
1059737930,218571,0.000000
1059840339,218673,4.385965
1059942731,218787,1.754386
1060045138,218878,2.631579
1058918730,217757,1.754386
1059021139,217854,3.508772
1059123531,217957,2.631579
1059225938,218067,2.631579
1059328330,218161,5.263158
1059430738,218264,1.754386
1059533323,218377,1.754386
1059600499,218434,2.631579
1059603086,218441,3.508772
1059605638,218449,1.754386
1059608218,218456,0.877193
1059636085,218469,0.000000
1059737930,218571,0.000000
1059840339,218673,4.385965
1059942731,218787,1.754386
1060045138,218878,2.631579
1066805143,225639,4.385965
1066906465,225747,2.631579
1067008340,225842,3.508772
1067047050,225887,0.877193
1067068459,225903,2.631579
1067110730,225944,6.140351
1067213164,226047,3.508772
1067315560,226157,1.754386
1067417939,226252,4.385965
1067520509,226354,7.894737
1067623601,226467,0.877193
1067725257,226559,2.631579
1067828877,226663,4.385965
1067930037,226777,4.385965
1068034172,226868,3.508772
1068135028,226969,3.508772
1068237139,227087,3.508772
1068339530,227177,3.508772
1068441939,227276,0.000000
1068646740,227480,1.754386
1068749420,227583,0.877193
1068852956,227697,0.000000
1068954073,227788,0.877193
1069056341,227890,0.000000
1069158731,228007,2.631579
1069261587,228097,0.877193
1069366188,228200,0.000000
1069465938,228300,5.263158
1069570050,228407,1.754386
1069672027,228506,1.754386
1069773873,228608,5.263158
1069875538,228717,2.631579
1069978810,228813,5.263158
1070081566,228916,1.754386
1068237139,227087,3.508772
1068339530,227177,3.508772
1068441939,227276,0.000000
1068646740,227480,1.754386
1068749420,227583,0.877193
1068852956,227697,0.000000
1068954073,227788,0.877193
1069056341,227890,0.000000
1069158731,228007,2.631579
1069261587,228097,0.877193
1069366188,228200,0.000000
1069465938,228300,5.263158
1069570050,228407,1.754386
1069672027,228506,1.754386
