Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
114,680.7017,651.3043,569.2982,564.7780,1100.7509
115,678.9473,652.1738,571.9298,569.8082,1101.5462
116,679.8245,653.0434,571.0526,574.8493,1102.1470
117,678.0701,651.3043,570.1754,579.8801,1099.5802
118,683.3333,654.7825,569.2982,584.9152,1104.4388
119,680.7017,657.3912,572.8070,589.9569,1106.1763
120,681.5789,656.5217,571.0526,594.9975,1105.2926
121,681.5789,655.6521,572.8070,600.0330,1105.6842
122,680.7017,656.5217,571.9298,605.0714,1105.2055
123,680.7017,653.0434,572.8070,610.1071,1103.5980
124,679.8245,657.3912,567.5438,615.1422,1102.9191
125,674.5614,653.9130,573.6842,620.1817,1100.7946
126,677.1929,655.6521,572.8070,625.2238,1102.9859
127,678.0701,651.3043,572.8070,630.2655,1100.9470
128,674.5614,650.4347,574.5614,635.3142,1099.1903
129,677.1929,653.9130,572.8070,640.3428,1101.9530
130,674.5614,651.3043,571.9298,645.3741,1098.3323
131,678.0701,646.9565,569.2982,650.4044,1096.5548
132,676.3157,651.3043,572.8070,655.4309,1099.8674
133,677.1929,649.5652,569.2982,660.4600,1097.5544
134,678.0701,647.8261,567.5438,665.4865,1096.1586
135,677.1929,655.6521,571.0526,670.5115,1102.0758
136,678.0701,653.0434,568.4210,675.5334,1099.7033
137,674.5614,654.7825,568.4210,680.5540,1098.5789
138,684.2105,657.3912,564.9122,685.5830,1104.2795
139,680.7017,658.2608,568.4210,690.6112,1104.4296
140,686.8421,654.7825,565.7894,695.6397,1104.8122
141,678.0701,657.3912,565.7894,700.6742,1100.9360
142,680.7017,653.9130,571.0526,705.7007,1103.2036
143,687.7192,656.5217,571.9298,710.7272,1109.5415
144,678.9473,654.7825,569.2982,715.7606,1101.7305
145,678.0701,652.1738,571.0526,720.7930,1100.5502
146,671.0526,657.3912,565.7894,725.8118,1096.6278
147,677.1929,647.8261,572.8070,730.8491,1098.3519
148,674.5614,652.1738,572.8070,735.8927,1099.3050
149,671.0526,651.3043,572.8070,740.9329,1096.6389
150,671.9298,647.8261,567.5438,745.9714,1092.3709
151,671.0526,650.4347,564.0350,751.0174,1091.5643
152,671.0526,646.9565,567.5438,756.0444,1091.3159
153,671.0526,650.4347,565.7894,761.0772,1092.4718
154,669.2982,649.5652,562.2807,766.1112,1089.0614
155,669.2982,646.9565,568.4210,771.1453,1090.6949
156,679.8245,655.6521,578.0701,776.1869,1107.3420
157,685.0877,653.0434,564.0350,781.2254,1101.7923
158,681.5789,660.0000,576.3157,786.2528,1110.0854
159,678.9473,652.1738,578.9473,791.2673,1105.2060
160,676.3157,649.5652,569.2982,796.3194,1097.0134
161,676.3157,651.3043,571.9298,801.3397,1099.4107
162,678.0701,647.8261,572.8070,806.3689,1098.8929
163,683.3333,647.8261,573.6842,811.3970,1102.6044
164,685.0877,644.3478,576.3157,816.4299,1103.0273
165,686.8421,643.4782,572.8070,821.4494,1101.7823
166,688.5964,644.3478,571.9298,826.4833,1102.9293
167,686.8421,640.8695,572.8070,831.5153,1100.2607
168,690.3508,643.4782,568.4210,836.5488,1101.7037
169,687.7192,639.1304,571.0526,841.5802,1098.8842
170,681.5789,645.2174,571.9298,846.6060,1099.0718
171,681.5789,646.0869,571.9298,851.6337,1099.5826
172,684.2105,645.2174,569.2982,856.6621,1099.3406
173,676.3157,646.0869,562.2807,861.6896,1091.3253
174,678.0701,650.4347,571.0526,866.7123,1099.5206
175,681.5789,647.8261,569.2982,871.7356,1099.2401
176,679.8245,648.6956,569.2982,876.7662,1098.6665
177,679.8245,649.5652,568.4210,881.7981,1098.7260
178,678.0701,653.9130,571.9298,886.8300,1102.0368
179,681.5789,651.3043,569.2982,891.8684,1101.2935
180,682.4561,649.5652,572.8070,896.9100,1102.6282
181,678.0701,653.0434,574.5614,901.9539,1102.8897
182,680.7017,654.7825,571.9298,906.9896,1104.1733
183,681.5789,651.3043,572.8070,912.0328,1103.1115
184,672.8070,649.5652,572.8070,917.0686,1096.6823
185,676.3157,651.3043,569.2982,922.1085,1098.0440
186,679.8245,651.3043,575.4385,927.1404,1103.3985
187,680.7017,647.8261,571.0526,932.1815,1099.6065
188,685.0877,650.4347,571.0526,937.2193,1103.8621
189,684.2105,653.0434,573.6842,942.2544,1106.2203
190,688.5964,650.4347,575.4385,947.2890,1108.3140
191,688.5964,651.3043,572.8070,952.3331,1107.4611
192,691.2280,654.7825,572.8070,957.3646,1111.1455
193,686.8421,650.4347,569.2982,962.3922,1104.0461
194,685.0877,652.1738,574.5614,967.4193,1106.7053
195,685.9649,651.3043,575.4385,972.4456,1107.1922
196,685.0877,651.3043,578.9473,977.4765,1108.4775
197,685.0877,653.9130,574.5614,982.5034,1107.7310
198,683.3333,651.3043,572.8070,987.5322,1104.1964
199,679.8245,653.9130,575.4385,992.5622,1104.9404
200,684.2105,653.0434,576.3157,997.5969,1107.5872
201,678.0701,653.9130,577.1929,1002.6210,1104.7774
202,678.0701,651.3043,576.3157,1007.7376,1102.7767
203,681.5789,649.5652,578.9473,1012.8519,1105.2895
204,684.2105,651.3043,576.3157,1017.9841,1106.5627
205,685.0877,653.9130,576.3157,1023.1148,1108.6420
206,685.0877,651.3043,575.4385,1028.2415,1106.6490
207,685.0877,646.9565,575.4385,1033.3685,1104.0958
208,688.5964,644.3478,576.3157,1038.4832,1105.2099
209,685.0877,650.4347,572.8070,1043.5987,1104.7707
210,689.4736,640.8695,572.8070,1048.7180,1101.9055
211,688.5964,646.0869,573.6842,1053.8426,1104.8560
