Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
328,600.0000,512.1738,627.1929,1629.7169,1007.8160
329,598.2456,512.1738,627.1929,1634.8160,1006.7725
330,595.6140,506.0869,627.1929,1639.9451,1002.1232
331,599.1228,506.9565,626.3157,1645.0703,1004.1038
332,598.2456,507.8260,625.4385,1650.1938,1003.4732
333,594.7368,510.4347,627.1929,1655.3388,1003.8060
334,599.1228,506.0869,629.8245,1660.4606,1005.8583
335,599.1228,509.5652,627.1929,1665.5777,1005.9701
336,600.0000,506.0869,623.6842,1670.6958,1002.5497
337,600.0000,508.6956,625.4385,1675.7949,1004.9600
338,596.4912,506.9565,622.8070,1680.8990,1000.3475
339,596.4912,508.6956,625.4385,1686.0355,1002.8691
340,593.8596,505.2173,622.8070,1691.1644,997.8989
341,598.2456,504.3478,627.1929,1696.2098,1002.8138
342,598.2456,501.7391,628.9473,1701.3406,1002.6040
343,599.1228,500.8695,628.9473,1706.4642,1002.6929
344,598.2456,506.0869,629.8245,1711.5861,1005.3361
345,602.6315,501.7391,633.3333,1716.7036,1007.9772
346,595.6140,499.1304,635.0877,1721.8284,1003.6053
347,606.1403,499.1304,635.0877,1726.9577,1009.8880
348,607.8947,498.2608,635.0877,1732.0845,1010.5128
349,609.6491,495.6521,632.4561,1737.2108,1008.6346
350,605.2631,495.6521,630.7017,1742.3447,1004.8876
351,607.8947,502.6087,630.7017,1747.4688,1009.9189
352,600.8771,500.0000,629.8245,1752.5961,1003.8587
353,597.3684,506.9565,631.5789,1757.7023,1006.3527
354,599.1228,508.6956,628.0701,1762.8270,1006.0773
355,598.2456,505.2173,618.4210,1767.9511,997.7910
356,598.2456,501.7391,627.1929,1772.9965,1001.5043
357,595.6140,506.0869,631.5789,1778.1304,1004.8740
358,595.6140,505.2173,628.0701,1783.2595,1002.2338
359,595.6140,506.9565,623.6842,1788.3874,1000.3713
360,600.0000,503.4782,630.7017,1793.5115,1005.6217
361,602.6315,511.3043,628.9473,1798.6157,1010.0355
362,597.3684,509.5652,629.8245,1803.7343,1006.5708
363,595.6140,503.4782,634.2105,1808.8562,1005.2210
364,594.7368,505.2173,637.7192,1813.9901,1007.7908
365,597.3684,502.6087,642.1052,1819.1271,1010.8233
366,599.1228,497.3912,642.1052,1824.2578,1009.2796
367,602.6315,493.0434,641.2280,1829.3836,1008.6774
368,600.0000,493.0434,645.6140,1834.4990,1009.9055
369,595.6140,488.6956,646.4912,1839.5981,1005.7486
370,600.0000,489.5652,646.4912,1844.7200,1008.7739
371,601.7543,495.6521,644.7368,1849.8240,1011.6644
372,601.7543,493.9130,643.8596,1854.9606,1010.2542
373,600.0000,496.5217,644.7368,1860.0977,1011.0486
374,601.7543,493.9130,645.6140,1865.2044,1011.3732
375,596.4912,492.1739,642.1052,1870.3406,1005.1547
376,601.7543,498.2608,643.8596,1875.4554,1012.3870
377,595.6140,498.2608,635.9649,1880.5762,1003.7286
378,594.7368,500.0000,635.0877,1885.6992,1003.5179
379,602.6315,500.0000,639.4736,1890.8005,1010.9853
380,600.0000,504.3478,640.3508,1895.9050,1012.1343
381,601.7543,500.0000,641.2280,1901.0155,1011.5739
382,600.8771,500.0000,642.9824,1906.1234,1012.1659
383,606.1403,501.7391,640.3508,1911.2360,1014.4937
384,602.6315,502.6087,636.8421,1916.3665,1010.6177
385,602.6315,500.0000,642.1052,1921.4907,1012.6519
386,600.8771,505.2173,637.7192,1926.5920,1011.4266
387,602.6315,504.3478,637.7192,1931.7155,1012.0363
388,607.8947,508.6956,639.4736,1936.8332,1018.4467
389,599.1228,513.0434,638.5964,1941.9698,1014.8729
390,602.6315,506.9565,637.7192,1947.0966,1013.3388
391,600.8771,505.2173,636.8421,1952.2299,1010.8738
392,600.0000,500.0000,641.2280,1957.3654,1010.5312
393,598.2456,507.8260,635.9649,1962.4466,1010.0675
394,595.6140,502.6087,641.2280,1967.5664,1009.2299
395,595.6140,507.8260,637.7192,1972.6883,1009.6184
396,595.6140,500.0000,636.8421,1977.8145,1005.1486
397,592.9824,502.6087,642.1052,1982.9180,1008.2375
398,591.2280,498.2608,641.2280,1988.0509,1004.4839
399,590.3508,500.0000,641.2280,1993.1761,1004.8321
400,588.5964,501.7391,636.8421,1998.2883,1001.8761
401,592.1052,504.3478,639.4736,2003.4245,1006.9171
402,588.5964,502.6087,638.5964,2008.5440,1003.4275
403,594.7368,503.4782,638.5964,2013.6677,1007.4759
404,594.7368,506.9565,640.3508,2018.7918,1010.3296
405,598.2456,511.3043,634.2105,2023.9166,1010.7189
406,596.4912,510.4347,634.2105,2029.0513,1009.2415
407,596.4912,510.4347,630.7017,2034.1787,1007.0402
408,592.1052,514.7825,631.5789,2039.3190,1007.2148
409,590.3508,517.3912,628.9473,2044.4355,1005.8741
410,592.9824,513.9130,628.9473,2049.5568,1005.6389
411,593.8596,518.2608,630.7017,2054.6826,1009.4792
412,592.1052,518.2608,630.7017,2059.8056,1008.4481
413,598.2456,520.0000,633.3333,2064.9243,1014.5979
414,593.8596,519.1304,632.4561,2070.0375,1011.0224
415,594.7368,512.1738,630.7017,2075.1594,1006.8856
416,592.9824,515.6521,630.7017,2080.2900,1007.6259
417,593.8596,514.7825,630.7017,2085.4243,1007.6979
418,591.2280,512.1738,632.4561,2090.5478,1005.9192
419,592.1052,513.9130,635.9649,2095.6677,1009.5278
420,592.1052,510.4347,634.2105,2100.7895,1006.6555
421,592.9824,509.5652,640.3508,2105.9108,1010.6107
422,594.7368,507.8260,640.3508,2111.0463,1010.7662
423,594.7368,508.6956,640.3508,2116.1796,1011.2034
424,596.4912,507.8260,635.0877,2121.3222,1008.4768
425,597.3684,503.4782,636.8421,2126.4436,1007.9222
426,596.4912,506.9565,635.9649,2131.5693,1008.5921
427,592.1052,507.8260,632.4561,2136.6955,1004.2294
428,594.7368,506.0869,632.4561,2141.8164,1004.9062
429,596.4912,505.2173,635.0877,2146.9494,1007.1657
430,596.4912,509.5652,627.1929,2152.0810,1004.4050
431,594.7368,509.5652,627.1929,2157.2082,1003.3641
432,593.8596,515.6521,624.5614,2162.3398,1004.3123
433,589.4736,520.0000,618.4210,2167.4636,1000.1619
434,590.3508,521.7391,614.9122,2172.5649,999.4213
435,592.9824,520.8695,621.0526,2177.6005,1004.3105
436,592.9824,517.3912,616.6666,2182.7197,999.7998
437,594.7368,520.0000,619.2982,2187.7531,1003.8137
438,593.8596,520.8695,613.1578,2192.8576,999.9685
439,591.2280,520.8695,614.9122,2197.9047,999.4863
440,594.7368,522.6087,621.0526,2202.9523,1006.2495
441,592.1052,522.6087,622.8070,2208.0830,1005.7818
442,592.1052,520.0000,615.7894,2213.2126,1000.0926
443,599.1228,513.9130,624.5614,2218.3305,1006.5444
444,596.4912,513.9130,618.4210,2223.4516,1001.1757
445,600.8771,512.1738,619.2982,2228.5734,1003.4469
446,596.4912,509.5652,623.6842,2233.6933,1002.2177
447,595.6140,509.5652,626.3157,2238.8181,1003.3365
448,596.4912,501.7391,623.6842,2243.9519,998.2614
449,597.3684,505.2173,626.3157,2248.9985,1002.1801
450,595.6140,500.0000,627.1929,2254.1318,999.0631
451,590.3508,505.2173,626.3157,2259.1491,998.0131
452,593.8596,498.2608,627.1929,2264.1853,997.1480
453,595.6140,500.8695,625.4385,2269.2241,998.3986
454,599.1228,500.0000,629.8245,2274.2695,1002.8096
455,600.0000,501.7391,632.4561,2279.3837,1005.8543
456,594.7368,499.1304,629.8245,2284.4895,999.7609
457,595.6140,498.2608,630.7017,2289.5224,1000.4022
458,594.7368,497.3912,628.9473,2294.6442,998.3410
459,595.6140,496.5217,625.4385,2299.6789,996.2245
460,590.3508,500.8695,628.0701,2304.7111,996.9235
461,592.9824,500.0000,628.0701,2309.7424,998.0482
462,596.4912,504.3478,619.2982,2314.7487,996.8444
463,594.7368,505.2173,628.0701,2319.7822,1001.7128
