beacon_timestamp,local_timestamp
1251647784,24631
1251750184,24748
1251852584,24835
1251954984,24948
1252057385,25040
1252159784,25148
1252262184,25245
1252364837,25348
1252466984,25450
1252569384,25552
1252671784,25668
1252774184,25757
1252876584,25868
1252978984,25962
1253081384,26068
1253183784,26167
1253286184,26269
1253388826,26388
1253490984,26474
1253593384,26588
1253695786,26679
1253798184,26788
1253900584,26884
1254002984,26988
1254105384,27088
1254207784,27191
1254310184,27308
1254412584,27396
1254514984,27508
1254617999,27601
1254719965,27708
1254824897,27808
1254924584,27908
1255038635,28028
1255129599,28113
1255231784,28228
1255342017,28325
1255436584,28428
1255538987,28522
1255643859,28628
1255757411,28748
1255846184,28829
1255954433,28948
1256050984,29034
1256153384,29148
1256358184,29348
1256460584,29444
1256562984,29548
1256665384,29648
1256767784,29751
1256870184,29868
1256972588,29956
1257075047,30068
1257280785,30268
1257383185,30367
1257485586,30469
1257587985,30588
1257690385,30674
1257792785,30788
1257895185,30879
1257997588,30988
1258099985,31083
1258202385,31188
1258304785,31288
1258407185,31390
1258509585,31508
1258611985,31595
1258714385,31708
1258816785,31800
1258919185,31908
1259021659,32005
1259123985,32108
1259226385,32210
1259328786,32312
1259431185,32428
1259533585,32517
1259636577,32628
1259741436,32725
1259840785,32828
1259943185,32927
1260045585,33029
1267418386,40418
1267520785,40505
1267623185,40618
1267725585,40709
1267827985,4081
1282266385,55259
1282368785,55354
1282471244,55459
1282576522,55562
1282675985,55661
1282778385,55779
1282983185,55979
1283085585,56071
1283187989,56179
1283290385,56276
1283392785,56379
1283495186,56480
1283597585,56583
1283699985,56699
1283802385,56788
1283904785,56899
1284007185,56993
1284109750,57099
1284211985,57197
1284314385,57300
1284416785,57402
1284519185,57505
1284621585,57619
1284723985,57709
1284826385,57819
1284928785,57914
1285031185,58019
1285133585,58119
1285235985,58222
1285338385,58339
1285440785,58426
1285543185,58539
1285645585,58631
1285747985,58739
1285850385,58836
1285952785,58939
1286055185,59041
1286157585,59143
1286259985,59259
1286362385,59348
1286464785,59459
1286567185,59553
1286669603,59659
1286771985,59757
1286874385,59860
1286976785,59979
1287079185,60065
1287181585,60179
1287283985,60270
1287386385,60379
1287488785,60475
1287591373,60579
1287693585,60679
1287796103,60782
1287898385,60899
1288000785,60986
1288103185,61099
1288205585,61191
1288307985,61299
1288410385,61396
1288512785,61499
1288615185,61601
1288717585,61703
1288819985,61819
1288922385,61909
1289024785,62019
1289127185,62113
1289229585,62219
1289331985,62318
1289434385,62420
1289536785,62539
1289639185,62625
1289741673,62739
1289843985,62830
1289946385,62939
1290048785,63035
1296910617,69897
1297013018,69999
1297115417,70102
1297217817,70204
1297320217,70319
1297422617,70409
1297525017,70519
1297634566,70621
1297729817,70719
1297832217,7081
1312475417,85463
1312577817,85565
1312680499,85680
1312782617,85771
1312885017,85880
1312987417,85975
1313089817,86080
1313192217,86180
1313294617,86283
1313397017,86400
1313499417,86487
1313601817,86600
1313704217,86692
1313808000,86800
1313909017,86897
1314011417,87000
1314113817,87101
1314216217,87204
1314318617,87320
1314421017,87409
1314523417,87520
1314625817,87613
1314728217,87720
1314830617,87819
1314933017,87921
1315035417,88023
1315137817,88125
1315240217,88240
1315342617,88330
1315445249,88440
1315547417,88535
1315649817,88640
1315752217,88740
1315854617,88842
1315957017,88960
1316059417,89047
1316161817,89160
1316264217,89252
1316366617,89360
1316469017,89457
1316571417,89560
1316673817,89662
1316776217,89764
1316878617,89880
1316981017,89969
1317083417,90080
1317185817,90174
1317288217,90280
1317390617,90379
1317493017,90481
1317595417,90600
1317697817,90686
1317800217,90800
1317902617,90891
1318005017,91000
1318107417,91095
1318209817,91200
1318312217,91300
1318414617,91403
1318517017,91520
1318619417,91607
1318721817,91720
1318824217,91812
1318926617,91920
1319029017,92017
1319131417,92120
1319233817,92222
1319336217,92324
1319438617,92440
1319541017,92530
1319643417,92640
1319745817,92734
1319848217,92840
1319950617,92939
1320053017,93041
1326913817,99903
1327016217,100005
1327118617,100121
1327221017,100210
1327323417,100321
1327425817,100414
1327528217,100521
1327630617,100620
1327733017,100722
1327835417,100841
